store_id,store_name,store_number,format,address,city,state,postal_code,country,region,open_date,close_date,sq_ft
2265,Croma Outlet Kota #2265,2265,Outlet,9423 MG Road,Kota,Rajasthan,832067,India,India,2020-12-14,,22628
2266,Croma Flagship Bhilai #2266,2266,Flagship,6819 Mall Road,Bhilai,Chhattisgarh,415729,India,India,2021-08-10,,29632
2267,Croma Express Pune #2267,2267,Express,6854 Ring Road,Pune,Maharashtra,420589,India,India,2024-11-22,,2406
2268,Croma Kiosk Rourkela #2268,2268,Kiosk,6167 High Street,Rourkela,Odisha,201101,India,India,2019-01-11,,5725
2269,Croma Outlet Dehradun #2269,2269,Outlet,2828 Main Bazaar,Dehradun,Uttarakhand,199915,India,India,2021-02-27,,19646
2270,Croma High Street Solan #2270,2270,High Street,4266 Station Road,Solan,Himachal Pradesh,423520,India,India,2024-03-12,,6019
2271,Croma High Street Belagavi #2271,2271,High Street,58 MG Road,Belagavi,Karnataka,295654,India,India,2018-04-19,,7389
2272,Croma Kiosk Jalandhar #2272,2272,Kiosk,1120 Mall Road,Jalandhar,Punjab,218122,India,India,2022-05-23,,4964
2273,Croma Airport Margao #2273,2273,Airport,8587 Ring Road,Margao,Goa,153975,India,India,2023-04-06,,10206
2274,Croma Flagship Dehradun #2274,2274,Flagship,2184 High Street,Dehradun,Uttarakhand,796730,India,India,2022-10-24,,18474
2275,Croma Flagship Jaipur #2275,2275,Flagship,5766 MG Road,Jaipur,Rajasthan,148653,India,India,2018-02-06,,29867
2276,Croma Express Kozhikode #2276,2276,Express,2820 High Street,Kozhikode,Kerala,617943,India,India,2020-11-25,,29068
2277,Croma High Street Bilaspur #2277,2277,High Street,9491 MG Road,Bilaspur,Chhattisgarh,326999,India,India,2023-06-12,,18045
2278,Croma Flagship Karnal #2278,2278,Flagship,1500 Station Road,Karnal,Haryana,392751,India,India,2023-10-17,,11622
2279,Croma Express Warangal #2279,2279,Express,9712 Ring Road,Warangal,Telangana,779341,India,India,2018-02-25,,1195
2280,Croma Outlet Surat #2280,2280,Outlet,9945 Ring Road,Surat,Gujarat,733710,India,India,2018-09-14,,4614
2281,Croma Outlet Ranchi #2281,2281,Outlet,5383 MG Road,Ranchi,Jharkhand,638024,India,India,2022-03-06,,4784
2282,Croma High Street Haridwar #2282,2282,High Street,2697 MG Road,Haridwar,Uttarakhand,208696,India,India,2025-04-23,,27733
2283,Croma High Street Bhagalpur #2283,2283,High Street,530 Mall Road,Bhagalpur,Bihar,835065,India,India,2023-09-14,,1102
2284,Croma Kiosk Hyderabad #2284,2284,Kiosk,9112 MG Road,Hyderabad,Telangana,703889,India,India,2024-12-17,,19048
2285,Croma Mall Kota #2285,2285,Mall,3101 MG Road,Kota,Rajasthan,240833,India,India,2024-10-13,,22252
2286,Croma Mall Puducherry #2286,2286,Mall,9984 MG Road,Puducherry,Puducherry,861597,India,India,2020-05-29,,5498
2287,Croma Mall Cuttack #2287,2287,Mall,9910 Main Bazaar,Cuttack,Odisha,836423,India,India,2024-06-01,,10803
2288,Croma Metro New Delhi #2288,2288,Metro,791 High Street,New Delhi,Delhi,372277,India,India,2024-06-27,,803
2289,Croma Airport Jabalpur #2289,2289,Airport,3210 MG Road,Jabalpur,Madhya Pradesh,480877,India,India,2018-03-19,,18760
2290,Croma Mall Tiruchirappalli #2290,2290,Mall,8566 Main Bazaar,Tiruchirappalli,Tamil Nadu,268418,India,India,2021-02-17,,14172
2291,Croma Metro Jamshedpur #2291,2291,Metro,4994 Ring Road,Jamshedpur,Jharkhand,131580,India,India,2020-10-07,,19198
2292,Croma Kiosk Panaji #2292,2292,Kiosk,9143 Mall Road,Panaji,Goa,123366,India,India,2025-01-13,,14445
2293,Croma Express Bhubaneswar #2293,2293,Express,5598 Mall Road,Bhubaneswar,Odisha,597599,India,India,2024-07-19,,1609
2294,Croma Flagship New Delhi #2294,2294,Flagship,1811 Main Bazaar,New Delhi,Delhi,660970,India,India,2020-06-21,,17947
2295,Croma Airport Amritsar #2295,2295,Airport,346 Ring Road,Amritsar,Punjab,639106,India,India,2020-11-17,,2891
2296,Croma Flagship Faridabad #2296,2296,Flagship,3600 Ring Road,Faridabad,Haryana,728064,India,India,2025-06-21,,16050
2297,Croma Metro Kanpur #2297,2297,Metro,63 Mall Road,Kanpur,Uttar Pradesh,666276,India,India,2024-03-29,,3255
2298,Croma Airport Patna #2298,2298,Airport,6089 High Street,Patna,Bihar,311852,India,India,2023-06-22,,20809
2299,Croma Mall Durgapur #2299,2299,Mall,1886 Station Road,Durgapur,West Bengal,324751,India,India,2024-10-12,,26011
2300,Croma Kiosk Amritsar #2300,2300,Kiosk,8101 MG Road,Amritsar,Punjab,277241,India,India,2018-10-23,,18651
2301,Croma Metro Vadodara #2301,2301,Metro,6228 Station Road,Vadodara,Gujarat,461036,India,India,2019-10-30,,24813
2302,Croma Flagship Durgapur #2302,2302,Flagship,503 MG Road,Durgapur,West Bengal,138181,India,India,2024-01-13,,5296
2303,Croma Airport Dhanbad #2303,2303,Airport,2164 MG Road,Dhanbad,Jharkhand,146796,India,India,2022-08-30,,12538
2304,Croma Kiosk Ahmedabad #2304,2304,Kiosk,2512 Main Bazaar,Ahmedabad,Gujarat,321594,India,India,2023-01-02,,5749
2305,Croma Kiosk Raipur #2305,2305,Kiosk,9085 Station Road,Raipur,Chhattisgarh,451285,India,India,2022-01-19,,12573
2306,Croma High Street Bhilai #2306,2306,High Street,160 Station Road,Bhilai,Chhattisgarh,713735,India,India,2023-02-16,,5064
2307,Croma Outlet Hubballi #2307,2307,Outlet,1224 MG Road,Hubballi,Karnataka,793707,India,India,2025-04-02,,8690
2308,Croma Express Aurangabad #2308,2308,Express,5360 MG Road,Aurangabad,Maharashtra,836680,India,India,2019-07-06,,15236
2309,Croma Flagship Ranchi #2309,2309,Flagship,2520 Mall Road,Ranchi,Jharkhand,433278,India,India,2021-04-02,,19999
2310,Croma Mall Jamshedpur #2310,2310,Mall,5100 Station Road,Jamshedpur,Jharkhand,811161,India,India,2024-08-14,,9060
2311,Croma Express Jalandhar #2311,2311,Express,3269 Mall Road,Jalandhar,Punjab,751425,India,India,2021-09-26,,19992
2312,Croma Flagship Bilaspur #2312,2312,Flagship,8480 Ring Road,Bilaspur,Chhattisgarh,489718,India,India,2022-06-11,,3615
2313,Croma High Street Shimla #2313,2313,High Street,8441 Mall Road,Shimla,Himachal Pradesh,705472,India,India,2019-03-25,,3020
2314,Croma Mall Madurai #2314,2314,Mall,631 Station Road,Madurai,Tamil Nadu,664969,India,India,2018-06-13,,14293
2315,Croma Kiosk Chandigarh #2315,2315,Kiosk,856 Mall Road,Chandigarh,Chandigarh,570994,India,India,2020-11-06,,13284
2316,Croma Mall Gaya #2316,2316,Mall,8151 Main Bazaar,Gaya,Bihar,611462,India,India,2020-09-09,,11222
2317,Croma Metro Surat #2317,2317,Metro,8571 High Street,Surat,Gujarat,176501,India,India,2024-09-02,,2375
2318,Croma Metro Patna #2318,2318,Metro,5636 Main Bazaar,Patna,Bihar,731832,India,India,2021-09-27,,19233
2319,Croma Outlet Siliguri #2319,2319,Outlet,8910 MG Road,Siliguri,West Bengal,814942,India,India,2018-12-21,,8601
2320,Croma High Street Jamshedpur #2320,2320,High Street,1599 Mall Road,Jamshedpur,Jharkhand,741366,India,India,2018-04-11,,9310
2321,Croma Outlet Dehradun #2321,2321,Outlet,8044 Main Bazaar,Dehradun,Uttarakhand,192629,India,India,2020-01-24,,12203
2322,Croma Outlet Chennai #2322,2322,Outlet,2633 Station Road,Chennai,Tamil Nadu,192125,India,India,2021-11-22,,19792
2323,Croma Flagship Pune #2323,2323,Flagship,2126 Ring Road,Pune,Maharashtra,155798,India,India,2023-04-29,,25340
2324,Croma Flagship Faridabad #2324,2324,Flagship,1920 Mall Road,Faridabad,Haryana,686900,India,India,2022-10-28,,19472
2325,Croma Flagship Chandigarh #2325,2325,Flagship,2575 Ring Road,Chandigarh,Chandigarh,793101,India,India,2022-02-10,,23024
2326,Croma Express Haridwar #2326,2326,Express,8331 Mall Road,Haridwar,Uttarakhand,487515,India,India,2025-06-09,,2983
2327,Croma Mall Thiruvananthapuram #2327,2327,Mall,4957 MG Road,Thiruvananthapuram,Kerala,588317,India,India,2018-08-10,,23160
2328,Croma Mall Surat #2328,2328,Mall,6832 Ring Road,Surat,Gujarat,563812,India,India,2022-03-02,2023-07-03,28789
2329,Croma Metro Panipat #2329,2329,Metro,6082 High Street,Panipat,Haryana,261494,India,India,2021-09-25,,4445
2330,Croma Kiosk Jabalpur #2330,2330,Kiosk,3148 Ring Road,Jabalpur,Madhya Pradesh,462823,India,India,2023-07-04,,28112
2331,Croma Outlet Chandigarh #2331,2331,Outlet,9988 MG Road,Chandigarh,Chandigarh,472844,India,India,2023-08-05,,3820
2332,Croma Flagship Guwahati #2332,2332,Flagship,3085 MG Road,Guwahati,Assam,498930,India,India,2018-07-09,,16952
2333,Croma High Street Mangaluru #2333,2333,High Street,8825 Mall Road,Mangaluru,Karnataka,206539,India,India,2025-06-13,,23367
2334,Croma High Street Howrah #2334,2334,High Street,6059 Station Road,Howrah,West Bengal,467114,India,India,2024-02-06,,3570
2335,Croma High Street Jammu #2335,2335,High Street,9233 Main Bazaar,Jammu,Jammu & Kashmir,859536,India,India,2021-05-25,,12352
2336,Croma Metro Kolkata #2336,2336,Metro,1186 Main Bazaar,Kolkata,West Bengal,322189,India,India,2019-02-05,,28746
2337,Croma Express Patiala #2337,2337,Express,8377 Station Road,Patiala,Punjab,865410,India,India,2025-07-10,,4560
2338,Croma Mall Mumbai #2338,2338,Mall,7753 High Street,Mumbai,Maharashtra,702498,India,India,2019-03-01,,11498
2339,Croma Express Puducherry #2339,2339,Express,9352 MG Road,Puducherry,Puducherry,356241,India,India,2025-06-02,,8852
2340,Croma Express Salem #2340,2340,Express,7751 Mall Road,Salem,Tamil Nadu,473184,India,India,2025-05-26,,28311
2341,Croma High Street Haridwar #2341,2341,High Street,658 Main Bazaar,Haridwar,Uttarakhand,335978,India,India,2019-07-31,,7084
2342,Croma Flagship Bengaluru #2342,2342,Flagship,7944 Ring Road,Bengaluru,Karnataka,344403,India,India,2020-09-15,,28118
2343,Croma Metro Bhagalpur #2343,2343,Metro,1820 Station Road,Bhagalpur,Bihar,494235,India,India,2018-07-27,,13008
2344,Croma High Street Lucknow #2344,2344,High Street,6811 Station Road,Lucknow,Uttar Pradesh,500026,India,India,2022-03-05,,12963
2345,Croma Flagship Durgapur #2345,2345,Flagship,2339 MG Road,Durgapur,West Bengal,828716,India,India,2025-06-06,,7770
2346,Croma Metro Hyderabad #2346,2346,Metro,6154 High Street,Hyderabad,Telangana,641388,India,India,2024-01-23,,3998
2347,Croma Airport Ahmedabad #2347,2347,Airport,6350 Mall Road,Ahmedabad,Gujarat,215525,India,India,2019-12-17,,12524
2348,Croma Airport Jammu #2348,2348,Airport,9134 High Street,Jammu,Jammu & Kashmir,300901,India,India,2023-09-04,,12393
2349,Croma Airport Coimbatore #2349,2349,Airport,3935 Mall Road,Coimbatore,Tamil Nadu,680833,India,India,2021-02-23,,24538
2350,Croma Express Faridabad #2350,2350,Express,5841 Mall Road,Faridabad,Haryana,265466,India,India,2019-10-08,,16449
2351,Croma Kiosk Dehradun #2351,2351,Kiosk,6540 Ring Road,Dehradun,Uttarakhand,531877,India,India,2019-02-26,,1223
2352,Croma Outlet Varanasi #2352,2352,Outlet,7587 MG Road,Varanasi,Uttar Pradesh,855356,India,India,2024-01-13,,28052
2353,Croma Outlet Surat #2353,2353,Outlet,8939 Station Road,Surat,Gujarat,711817,India,India,2018-10-08,,24220
2354,Croma Airport Patiala #2354,2354,Airport,7562 Station Road,Patiala,Punjab,163688,India,India,2024-09-20,,9625
2355,Croma High Street Vijayawada #2355,2355,High Street,8546 High Street,Vijayawada,Andhra Pradesh,605687,India,India,2020-09-18,,26050
2356,Croma Outlet Belagavi #2356,2356,Outlet,376 MG Road,Belagavi,Karnataka,775475,India,India,2023-06-14,,8105
2357,Croma Mall Jaipur #2357,2357,Mall,7703 Mall Road,Jaipur,Rajasthan,554356,India,India,2018-01-31,,29805
2358,Croma Metro Vijayawada #2358,2358,Metro,1544 Mall Road,Vijayawada,Andhra Pradesh,635606,India,India,2021-06-23,,5526
2359,Croma Kiosk New Delhi #2359,2359,Kiosk,5833 High Street,New Delhi,Delhi,194531,India,India,2020-03-02,,17304
2360,Croma Outlet Ahmedabad #2360,2360,Outlet,6120 MG Road,Ahmedabad,Gujarat,546022,India,India,2023-06-15,,19587
2361,Croma Flagship Dehradun #2361,2361,Flagship,835 MG Road,Dehradun,Uttarakhand,556217,India,India,2019-10-28,,17527
2362,Croma High Street Nizamabad #2362,2362,High Street,1949 Mall Road,Nizamabad,Telangana,810789,India,India,2022-06-29,,8215
2363,Croma Outlet Chennai #2363,2363,Outlet,926 MG Road,Chennai,Tamil Nadu,629165,India,India,2024-11-02,,9523
2364,Croma Outlet Silchar #2364,2364,Outlet,7841 Ring Road,Silchar,Assam,636250,India,India,2021-07-27,,29820
2365,Croma Airport Nagpur #2365,2365,Airport,6317 Main Bazaar,Nagpur,Maharashtra,159195,India,India,2025-01-24,,29030
2366,Croma Flagship Bilaspur #2366,2366,Flagship,7710 Station Road,Bilaspur,Chhattisgarh,575456,India,India,2022-04-15,,16788
2367,Croma Express Haridwar #2367,2367,Express,2484 Mall Road,Haridwar,Uttarakhand,596979,India,India,2022-09-06,,20993
2368,Croma Mall Puducherry #2368,2368,Mall,1574 Mall Road,Puducherry,Puducherry,130483,India,India,2021-07-16,,17490
2369,Croma High Street Raipur #2369,2369,High Street,7227 Main Bazaar,Raipur,Chhattisgarh,512961,India,India,2020-06-05,,897
2370,Croma Kiosk Silchar #2370,2370,Kiosk,9073 Station Road,Silchar,Assam,693863,India,India,2022-02-18,,6720
2371,Croma Airport Hyderabad #2371,2371,Airport,2666 Main Bazaar,Hyderabad,Telangana,265439,India,India,2020-03-31,,13179
2372,Croma Mall Srinagar #2372,2372,Mall,8822 Station Road,Srinagar,Jammu & Kashmir,170841,India,India,2024-10-10,,28598
2373,Croma Airport Bhubaneswar #2373,2373,Airport,9163 Main Bazaar,Bhubaneswar,Odisha,785606,India,India,2022-11-24,,10826
2374,Croma Mall Nizamabad #2374,2374,Mall,910 Ring Road,Nizamabad,Telangana,780039,India,India,2025-06-09,,13213
2375,Croma Metro Karnal #2375,2375,Metro,2405 High Street,Karnal,Haryana,666470,India,India,2021-04-27,,12621
2376,Croma Metro Lucknow #2376,2376,Metro,5370 MG Road,Lucknow,Uttar Pradesh,649838,India,India,2024-11-20,,28893
2377,Croma Metro Amritsar #2377,2377,Metro,1145 Main Bazaar,Amritsar,Punjab,566288,India,India,2021-06-19,,19162
2378,Croma Outlet Kochi #2378,2378,Outlet,9170 Ring Road,Kochi,Kerala,194443,India,India,2021-08-31,,18881
2379,Croma High Street Nizamabad #2379,2379,High Street,3866 Station Road,Nizamabad,Telangana,580106,India,India,2023-09-16,,24437
2380,Croma Metro Dehradun #2380,2380,Metro,4037 High Street,Dehradun,Uttarakhand,127398,India,India,2018-01-11,2018-05-25,19747
2381,Croma High Street Lucknow #2381,2381,High Street,259 MG Road,Lucknow,Uttar Pradesh,353481,India,India,2024-10-02,,15186
2382,Croma Mall Bilaspur #2382,2382,Mall,6746 Ring Road,Bilaspur,Chhattisgarh,227923,India,India,2019-09-04,,22308
2383,Croma Mall Chandigarh #2383,2383,Mall,5488 Main Bazaar,Chandigarh,Chandigarh,322005,India,India,2022-02-22,,18964
2384,Croma Metro Karnal #2384,2384,Metro,6653 Station Road,Karnal,Haryana,317282,India,India,2018-01-11,,27136
2385,Croma Metro Salem #2385,2385,Metro,2107 Mall Road,Salem,Tamil Nadu,628341,India,India,2020-05-17,,10496
2386,Croma Outlet Dibrugarh #2386,2386,Outlet,1777 Main Bazaar,Dibrugarh,Assam,440478,India,India,2019-11-21,,16284
2387,Croma Kiosk Jamshedpur #2387,2387,Kiosk,523 Main Bazaar,Jamshedpur,Jharkhand,167159,India,India,2022-06-27,,3883
2388,Croma Flagship Raipur #2388,2388,Flagship,771 Ring Road,Raipur,Chhattisgarh,448037,India,India,2019-01-09,,19975
2389,Croma Mall Kozhikode #2389,2389,Mall,1693 Station Road,Kozhikode,Kerala,134762,India,India,2022-04-24,,10709
2390,Croma High Street Delhi #2390,2390,High Street,3947 Ring Road,Delhi,Delhi,473241,India,India,2023-10-29,,17185
2391,Croma Mall Belagavi #2391,2391,Mall,4065 Mall Road,Belagavi,Karnataka,695757,India,India,2025-05-12,,7589
2392,Croma Flagship Nagpur #2392,2392,Flagship,3334 MG Road,Nagpur,Maharashtra,263408,India,India,2024-02-06,,13556
2393,Croma Kiosk Surat #2393,2393,Kiosk,2459 Station Road,Surat,Gujarat,476819,India,India,2022-06-05,,22475
2394,Croma Kiosk Delhi #2394,2394,Kiosk,6350 Station Road,Delhi,Delhi,625587,India,India,2019-07-04,,4646
2395,Croma Outlet Margao #2395,2395,Outlet,5056 Station Road,Margao,Goa,453175,India,India,2021-05-17,,27731
2396,Croma Express Jalandhar #2396,2396,Express,7305 Station Road,Jalandhar,Punjab,555977,India,India,2020-08-16,,25427
2397,Croma Express Jalandhar #2397,2397,Express,1197 High Street,Jalandhar,Punjab,480036,India,India,2025-06-25,,17848
2398,Croma Mall Varanasi #2398,2398,Mall,7933 Main Bazaar,Varanasi,Uttar Pradesh,239011,India,India,2020-01-24,,29762
2399,Croma Kiosk Vadodara #2399,2399,Kiosk,8232 Mall Road,Vadodara,Gujarat,648541,India,India,2023-09-05,,24309
2400,Croma Flagship Mysuru #2400,2400,Flagship,7681 Main Bazaar,Mysuru,Karnataka,610351,India,India,2022-07-01,,18200
2401,Croma Outlet Howrah #2401,2401,Outlet,3604 MG Road,Howrah,West Bengal,664014,India,India,2021-09-30,,10313
2402,Croma Mall Haridwar #2402,2402,Mall,599 Mall Road,Haridwar,Uttarakhand,483541,India,India,2022-10-18,,13142
2403,Croma High Street Warangal #2403,2403,High Street,1026 MG Road,Warangal,Telangana,244012,India,India,2024-11-28,,11793
2404,Croma Kiosk New Delhi #2404,2404,Kiosk,3875 Main Bazaar,New Delhi,Delhi,530263,India,India,2024-07-31,,14583
2405,Croma Mall Solan #2405,2405,Mall,6612 Ring Road,Solan,Himachal Pradesh,293062,India,India,2025-06-30,,12037
2406,Croma Mall Panaji #2406,2406,Mall,2626 MG Road,Panaji,Goa,831727,India,India,2023-03-20,,2534
2407,Croma Airport Chennai #2407,2407,Airport,2486 Main Bazaar,Chennai,Tamil Nadu,844979,India,India,2023-05-06,,5315
2408,Croma Metro Srinagar #2408,2408,Metro,7026 High Street,Srinagar,Jammu & Kashmir,524306,India,India,2025-03-07,,9300
2409,Croma Mall Nagpur #2409,2409,Mall,950 High Street,Nagpur,Maharashtra,192658,India,India,2023-05-26,,23957
2410,Croma Mall Margao #2410,2410,Mall,1413 MG Road,Margao,Goa,112791,India,India,2024-07-05,,8735
2411,Croma Mall Nizamabad #2411,2411,Mall,7403 High Street,Nizamabad,Telangana,795594,India,India,2025-01-12,,11799
2412,Croma Airport Panaji #2412,2412,Airport,2251 Station Road,Panaji,Goa,506450,India,India,2024-08-18,2025-01-23,18105
2413,Croma Outlet Delhi #2413,2413,Outlet,7561 High Street,Delhi,Delhi,488888,India,India,2020-10-26,,10838
2414,Croma Metro Delhi #2414,2414,Metro,3887 Main Bazaar,Delhi,Delhi,397535,India,India,2019-03-06,,9466
2415,Croma Metro Howrah #2415,2415,Metro,489 High Street,Howrah,West Bengal,580548,India,India,2018-05-04,,5983
2416,Croma Metro Howrah #2416,2416,Metro,3297 Main Bazaar,Howrah,West Bengal,595979,India,India,2024-10-30,,26947
2417,Croma Mall Bhubaneswar #2417,2417,Mall,2313 Station Road,Bhubaneswar,Odisha,152900,India,India,2020-10-25,,4288
2418,Croma Outlet Chennai #2418,2418,Outlet,7222 Ring Road,Chennai,Tamil Nadu,227714,India,India,2018-08-11,,22171
2419,Croma Express Patna #2419,2419,Express,8387 Main Bazaar,Patna,Bihar,465798,India,India,2024-04-01,,16947
2420,Croma Outlet Puducherry #2420,2420,Outlet,753 Station Road,Puducherry,Puducherry,647380,India,India,2020-10-03,,28268
2421,Croma Mall Dibrugarh #2421,2421,Mall,6941 Mall Road,Dibrugarh,Assam,616457,India,India,2018-10-14,,2589
2422,Croma Metro Thrissur #2422,2422,Metro,7575 Station Road,Thrissur,Kerala,640600,India,India,2019-09-22,,19224
2423,Croma Kiosk Mangaluru #2423,2423,Kiosk,6104 High Street,Mangaluru,Karnataka,370691,India,India,2023-03-15,,13448
2424,Croma Kiosk Delhi #2424,2424,Kiosk,2006 MG Road,Delhi,Delhi,306410,India,India,2024-02-28,,22666
2425,Croma Kiosk Ghaziabad #2425,2425,Kiosk,4239 High Street,Ghaziabad,Uttar Pradesh,244663,India,India,2020-12-11,,15360
2426,Croma Metro Kolkata #2426,2426,Metro,2405 High Street,Kolkata,West Bengal,709910,India,India,2022-05-07,,19883
2427,Croma Outlet Cuttack #2427,2427,Outlet,7845 MG Road,Cuttack,Odisha,714184,India,India,2023-04-11,,6586
2428,Croma Outlet Salem #2428,2428,Outlet,7148 MG Road,Salem,Tamil Nadu,317294,India,India,2020-08-23,,4250
2429,Croma Airport Aurangabad #2429,2429,Airport,8157 Mall Road,Aurangabad,Maharashtra,194904,India,India,2018-11-09,,8443
2430,Croma Outlet Chandigarh #2430,2430,Outlet,1585 Main Bazaar,Chandigarh,Chandigarh,613078,India,India,2019-08-26,,24958
2431,Croma Kiosk Varanasi #2431,2431,Kiosk,6769 Ring Road,Varanasi,Uttar Pradesh,552301,India,India,2018-12-23,,13580
2432,Croma Express Surat #2432,2432,Express,5524 Ring Road,Surat,Gujarat,817168,India,India,2025-04-12,,28210
2433,Croma Kiosk Siliguri #2433,2433,Kiosk,2947 Mall Road,Siliguri,West Bengal,125255,India,India,2018-09-07,,25537
2434,Croma Flagship Puducherry #2434,2434,Flagship,288 Station Road,Puducherry,Puducherry,616313,India,India,2021-01-30,,20526
2435,Croma Airport Chennai #2435,2435,Airport,3269 Mall Road,Chennai,Tamil Nadu,731324,India,India,2024-07-27,,22153
2436,Croma Flagship Solan #2436,2436,Flagship,4350 Main Bazaar,Solan,Himachal Pradesh,140457,India,India,2024-09-21,,18929
2437,Croma High Street Puducherry #2437,2437,High Street,2054 Ring Road,Puducherry,Puducherry,150229,India,India,2020-08-11,,12668
2438,Croma Mall Dhanbad #2438,2438,Mall,1100 Main Bazaar,Dhanbad,Jharkhand,821535,India,India,2021-01-31,,7737
2439,Croma High Street Panaji #2439,2439,High Street,481 Station Road,Panaji,Goa,172658,India,India,2024-01-09,,18035
2440,Croma Metro Silchar #2440,2440,Metro,4518 Mall Road,Silchar,Assam,850359,India,India,2019-09-04,,25915
2441,Croma High Street Bhagalpur #2441,2441,High Street,9005 Station Road,Bhagalpur,Bihar,159259,India,India,2020-10-29,,9644
2442,Croma High Street New Delhi #2442,2442,High Street,4011 MG Road,New Delhi,Delhi,588806,India,India,2018-05-05,,20497
2443,Croma Kiosk Amritsar #2443,2443,Kiosk,6734 Mall Road,Amritsar,Punjab,613766,India,India,2024-12-26,,18490
2444,Croma Metro Lucknow #2444,2444,Metro,5506 MG Road,Lucknow,Uttar Pradesh,439111,India,India,2019-05-27,,18463
2445,Croma Flagship Margao #2445,2445,Flagship,9308 Main Bazaar,Margao,Goa,349185,India,India,2025-02-14,,14318
2446,Croma Kiosk Hyderabad #2446,2446,Kiosk,746 MG Road,Hyderabad,Telangana,865766,India,India,2021-08-02,,7413
2447,Croma Express Delhi #2447,2447,Express,7133 MG Road,Delhi,Delhi,869535,India,India,2023-06-13,,29516
2448,Croma Mall Vadodara #2448,2448,Mall,6040 Mall Road,Vadodara,Gujarat,788850,India,India,2025-05-19,,13232
2449,Croma Airport Jabalpur #2449,2449,Airport,2853 Station Road,Jabalpur,Madhya Pradesh,390848,India,India,2021-06-06,,6496
2450,Croma Express Jaipur #2450,2450,Express,3379 MG Road,Jaipur,Rajasthan,264710,India,India,2019-10-18,,4544
2451,Croma Express Ranchi #2451,2451,Express,7576 Ring Road,Ranchi,Jharkhand,204941,India,India,2023-08-23,,6926
2452,Croma Airport Thane #2452,2452,Airport,7324 Station Road,Thane,Maharashtra,139050,India,India,2019-03-18,,29588
2453,Croma Kiosk Panaji #2453,2453,Kiosk,9608 MG Road,Panaji,Goa,710334,India,India,2021-11-09,,28030
2454,Croma Express Noida #2454,2454,Express,6646 High Street,Noida,Uttar Pradesh,583966,India,India,2019-01-21,,6926
2455,Croma Kiosk Salem #2455,2455,Kiosk,6845 Main Bazaar,Salem,Tamil Nadu,170258,India,India,2022-05-15,,7074
2456,Croma Metro Patna #2456,2456,Metro,1734 MG Road,Patna,Bihar,715990,India,India,2023-11-26,,4586
2457,Croma Flagship Aurangabad #2457,2457,Flagship,7982 MG Road,Aurangabad,Maharashtra,319917,India,India,2021-01-30,,29877
2458,Croma Outlet Rourkela #2458,2458,Outlet,5255 High Street,Rourkela,Odisha,553888,India,India,2023-01-11,,10246
2459,Croma Kiosk Panipat #2459,2459,Kiosk,4195 Mall Road,Panipat,Haryana,388902,India,India,2022-05-31,,22978
2460,Croma Metro Shimla #2460,2460,Metro,6113 Station Road,Shimla,Himachal Pradesh,476071,India,India,2018-09-16,,23791
2461,Croma High Street Jodhpur #2461,2461,High Street,3161 Main Bazaar,Jodhpur,Rajasthan,440350,India,India,2022-05-06,,9177
2462,Croma Airport New Delhi #2462,2462,Airport,357 High Street,New Delhi,Delhi,499979,India,India,2019-10-31,,15826
2463,Croma Kiosk Jaipur #2463,2463,Kiosk,3593 Mall Road,Jaipur,Rajasthan,230680,India,India,2023-08-17,,2697
2464,Croma Mall Mangaluru #2464,2464,Mall,9737 Ring Road,Mangaluru,Karnataka,591322,India,India,2019-01-22,,25315
2465,Croma Kiosk Kochi #2465,2465,Kiosk,588 High Street,Kochi,Kerala,238877,India,India,2021-09-07,,28790
2466,Croma Kiosk Delhi #2466,2466,Kiosk,5322 Main Bazaar,Delhi,Delhi,855258,India,India,2018-12-09,,9793
2467,Croma Flagship Jammu #2467,2467,Flagship,3124 Mall Road,Jammu,Jammu & Kashmir,858767,India,India,2021-09-14,,15639
2468,Croma Flagship Hyderabad #2468,2468,Flagship,9570 MG Road,Hyderabad,Telangana,666488,India,India,2022-07-10,,27867
2469,Croma High Street Rourkela #2469,2469,High Street,64 Mall Road,Rourkela,Odisha,757738,India,India,2021-03-14,,20942
2470,Croma Mall Bhagalpur #2470,2470,Mall,2241 Mall Road,Bhagalpur,Bihar,571510,India,India,2021-08-09,,20298
2471,Croma Express Kota #2471,2471,Express,1253 Main Bazaar,Kota,Rajasthan,603437,India,India,2025-07-19,,8366
2472,Croma Airport Bhagalpur #2472,2472,Airport,7104 Main Bazaar,Bhagalpur,Bihar,334725,India,India,2018-04-12,,16960
2473,Croma Outlet Karnal #2473,2473,Outlet,1973 MG Road,Karnal,Haryana,521684,India,India,2023-09-10,,14065
2474,Croma Kiosk Tirupati #2474,2474,Kiosk,3623 High Street,Tirupati,Andhra Pradesh,573451,India,India,2024-01-13,,2842
2475,Croma Kiosk Bhilai #2475,2475,Kiosk,2570 Mall Road,Bhilai,Chhattisgarh,615941,India,India,2019-07-25,,24434
2476,Croma Flagship Chandigarh #2476,2476,Flagship,9848 Station Road,Chandigarh,Chandigarh,606615,India,India,2025-07-26,,25261
2477,Croma Mall Kozhikode #2477,2477,Mall,4297 Ring Road,Kozhikode,Kerala,853796,India,India,2020-02-05,,1021
2478,Croma Metro Ranchi #2478,2478,Metro,1154 High Street,Ranchi,Jharkhand,208641,India,India,2023-08-18,,2206
