product_id,product_sku,product_name,brand,category,subcategory,color,size,unit_price,start_date,end_date,is_active
2072,CR-IN-SMA-02072,Croma Smart Lights 5ZD57,Croma,Smart Home,Smart Lights,Gold,XS,8359.99,2024-10-08,,1
2073,CR-IN-MOB-02073,Croma Smartphones IGC06,Croma,Mobiles,Smartphones,Gold,L,84525.11,2023-07-01,,1
2074,CR-IN-GAM-02074,Croma Consoles 6QY6O,Croma,Gaming,Consoles,Gold,M,43220.7,2024-03-03,,1
2075,CR-IN-MOB-02075,Croma Smartphones CGMNQ,Croma,Mobiles,Smartphones,Space Grey,XL,102491.48,2024-06-28,,1
2076,CR-IN-LAP-02076,Croma Ultrabooks 0OMDL,Croma,Laptops,Ultrabooks,Red,L,48006.53,2023-12-14,,1
2077,CR-IN-TEL-02077,Croma LED 2KNXD,Croma,Televisions,LED,Silver,XL,67649.03,2023-12-03,,1
2078,CR-IN-TEL-02078,Croma LED 29RDR,Croma,Televisions,LED,Black,XS,84743.34,2023-01-08,,1
2079,CR-IN-ACC-02079,Croma Cables WITK4,Croma,Accessories,Cables,White,L,9789.89,2022-07-15,,1
2080,CR-IN-TEL-02080,Croma LED OMF7H,Croma,Televisions,LED,Gold,M,104407.07,2024-09-03,,1
2081,CR-IN-CAM-02081,Croma DSLR 63GB4,Croma,Cameras,DSLR,Blue,L,177097.56,2023-04-03,,1
2082,CR-IN-WEA-02082,Croma Smartwatch U58Q6,Croma,Wearables,Smartwatch,Green,L,46064.44,2022-05-10,,1
2083,CR-IN-CAM-02083,Croma DSLR VO80O,Croma,Cameras,DSLR,Blue,XS,235010.97,2022-03-24,,1
2084,CR-IN-APP-02084,Croma Washers RCE6F,Croma,Appliances,Washers,White,XL,112322.53,2022-08-29,,1
2085,CR-IN-ACC-02085,Croma Cables AEYRQ,Croma,Accessories,Cables,Gold,L,3759.17,2023-03-05,,1
2086,CR-IN-AUD-02086,Croma Headphones AY3XV,Croma,Audio,Headphones,Gold,XS,3917.38,2024-08-19,,1
2087,CR-IN-CAM-02087,Croma DSLR ZYT8M,Croma,Cameras,DSLR,Gold,S,189845.99,2023-10-04,,1
2088,CR-IN-APP-02088,Croma Washers CSJ4Y,Croma,Appliances,Washers,Red,L,65068.23,2025-04-08,,1
2089,CR-IN-ACC-02089,Croma Cables EEVN7,Croma,Accessories,Cables,Silver,XL,6680.51,2022-03-28,,1
2090,CR-IN-TEL-02090,Croma LED RJ3X0,Croma,Televisions,LED,Red,OneSize,95490.61,2024-02-12,,1
2091,CR-IN-ACC-02091,Croma Cables 2IX23,Croma,Accessories,Cables,Red,OneSize,7620.64,2022-12-27,,1
2092,CR-IN-LAP-02092,Croma Ultrabooks IPW8Z,Croma,Laptops,Ultrabooks,Gold,OneSize,51503.95,2022-04-27,,1
2093,CR-IN-CAM-02093,Croma DSLR K3ZUN,Croma,Cameras,DSLR,Silver,XL,27451.46,2023-08-25,,1
2094,CR-IN-TEL-02094,Croma LED SLAZY,Croma,Televisions,LED,White,S,199387.51,2022-08-09,,1
2095,CR-IN-WEA-02095,Croma Smartwatch NG9X2,Croma,Wearables,Smartwatch,Red,OneSize,27639.49,2024-05-09,,1
2096,CR-IN-WEA-02096,Croma Smartwatch A5RA3,Croma,Wearables,Smartwatch,Space Grey,XS,23828.42,2024-12-13,,1
2097,CR-IN-LAP-02097,Croma Ultrabooks 1AC36,Croma,Laptops,Ultrabooks,Black,M,87668.39,2025-02-05,,1
2098,CR-IN-LAP-02098,Croma Ultrabooks I5KHT,Croma,Laptops,Ultrabooks,Blue,M,121382.66,2024-08-04,,1
2099,CR-IN-MOB-02099,Croma Smartphones NQP82,Croma,Mobiles,Smartphones,Silver,M,74232.91,2023-01-11,,1
2100,CR-IN-MOB-02100,Croma Smartphones CW8OR,Croma,Mobiles,Smartphones,Gold,L,80851.7,2024-05-29,,1
2101,CR-IN-WEA-02101,Croma Smartwatch ZEITZ,Croma,Wearables,Smartwatch,Red,M,45490.44,2023-02-16,,1
2102,CR-IN-ACC-02102,Croma Cables OSGM1,Croma,Accessories,Cables,Gold,XS,3708.33,2025-04-14,,1
2103,CR-IN-APP-02103,Croma Washers 23ZNU,Croma,Appliances,Washers,White,XS,15263.78,2024-07-27,,1
2104,CR-IN-TEL-02104,Croma LED Z7FHC,Croma,Televisions,LED,Space Grey,OneSize,94059.46,2024-02-01,,1
2105,CR-IN-APP-02105,Croma Washers UQM4X,Croma,Appliances,Washers,Space Grey,L,88432.33,2023-04-05,,1
2106,CR-IN-TEL-02106,Croma LED N0TQM,Croma,Televisions,LED,Green,OneSize,158701.55,2022-10-21,,1
2107,CR-IN-LAP-02107,Croma Ultrabooks WCT4E,Croma,Laptops,Ultrabooks,Gold,XS,178078.15,2022-08-22,,1
2108,CR-IN-SMA-02108,Croma Smart Lights D52UU,Croma,Smart Home,Smart Lights,Blue,OneSize,25509.47,2023-10-04,,1
2109,CR-IN-MOB-02109,Croma Smartphones G4PCP,Croma,Mobiles,Smartphones,Space Grey,XL,63268.52,2024-11-13,,1
2110,CR-IN-APP-02110,Croma Washers 70Z7T,Croma,Appliances,Washers,Purple,XS,10082.3,2023-04-14,,1
2111,CR-IN-WEA-02111,Croma Smartwatch V3BB9,Croma,Wearables,Smartwatch,Purple,L,32461.63,2023-02-02,,1
2112,CR-IN-APP-02112,Croma Washers URE22,Croma,Appliances,Washers,Silver,L,131709.85,2023-09-15,2025-02-05,0
2113,CR-IN-LAP-02113,Croma Ultrabooks H3ZXG,Croma,Laptops,Ultrabooks,Gold,XS,44850.1,2022-02-18,,1
2114,CR-IN-MOB-02114,Croma Smartphones GVUK6,Croma,Mobiles,Smartphones,Purple,M,60966.0,2025-07-03,,1
2115,CR-IN-AUD-02115,Croma Headphones VOBA9,Croma,Audio,Headphones,White,XS,39636.82,2025-03-03,2025-08-14,0
2116,CR-IN-ACC-02116,Croma Cables K0GVB,Croma,Accessories,Cables,Gold,XS,5183.6,2023-08-02,,1
2117,CR-IN-CAM-02117,Croma DSLR 967LO,Croma,Cameras,DSLR,White,M,235424.85,2023-12-04,2025-04-01,0
2118,CR-IN-WEA-02118,Croma Smartwatch Z81ZG,Croma,Wearables,Smartwatch,Black,M,54541.2,2022-03-08,,1
2119,CR-IN-MOB-02119,Croma Smartphones 3SFOH,Croma,Mobiles,Smartphones,Black,M,116320.42,2023-09-12,,1
2120,CR-IN-CAM-02120,Croma DSLR NQMZK,Croma,Cameras,DSLR,Blue,L,170798.45,2022-06-07,,1
2121,CR-IN-APP-02121,Croma Washers AO9T9,Croma,Appliances,Washers,Silver,M,28095.93,2024-05-01,,1
2122,CR-IN-WEA-02122,Croma Smartwatch C82QV,Croma,Wearables,Smartwatch,Green,M,5108.73,2023-10-30,,1
2123,CR-IN-CAM-02123,Croma DSLR W1VJ8,Croma,Cameras,DSLR,Gold,L,5093.67,2022-07-14,,1
2124,CR-IN-LAP-02124,Croma Ultrabooks MOL86,Croma,Laptops,Ultrabooks,Space Grey,S,122214.66,2025-01-03,,1
2125,CR-IN-APP-02125,Croma Washers 1JBFV,Croma,Appliances,Washers,Purple,XL,132112.28,2024-06-29,,1
2126,CR-IN-ACC-02126,Croma Cables AHZLA,Croma,Accessories,Cables,Gold,XS,8968.16,2023-07-07,,1
2127,CR-IN-GAM-02127,Croma Consoles 3SY9Q,Croma,Gaming,Consoles,Green,S,38811.9,2025-08-01,,1
2128,CR-IN-CAM-02128,Croma DSLR JPUVR,Croma,Cameras,DSLR,Black,XS,247989.85,2022-05-01,,1
2129,CR-IN-MOB-02129,Croma Smartphones 701J5,Croma,Mobiles,Smartphones,Red,OneSize,81789.94,2025-03-30,,1
2130,CR-IN-MOB-02130,Croma Smartphones BDVR1,Croma,Mobiles,Smartphones,Silver,M,106084.39,2025-03-04,,1
2131,CR-IN-SMA-02131,Croma Smart Lights 7X4Q4,Croma,Smart Home,Smart Lights,White,L,8053.86,2022-01-23,,1
2132,CR-IN-MOB-02132,Croma Smartphones ZSXL8,Croma,Mobiles,Smartphones,Black,M,59757.8,2025-02-09,,1
2133,CR-IN-GAM-02133,Croma Consoles YFZHH,Croma,Gaming,Consoles,White,M,37172.57,2022-03-07,,1
2134,CR-IN-GAM-02134,Croma Consoles HJ85R,Croma,Gaming,Consoles,Space Grey,XL,55489.36,2022-06-22,,1
2135,CR-IN-LAP-02135,Croma Ultrabooks P670D,Croma,Laptops,Ultrabooks,Green,XL,142260.4,2024-04-30,2024-06-27,0
2136,CR-IN-GAM-02136,Croma Consoles HX8SV,Croma,Gaming,Consoles,Blue,M,76584.53,2024-02-25,,1
2137,CR-IN-AUD-02137,Croma Headphones WVSKN,Croma,Audio,Headphones,White,OneSize,1051.33,2024-10-26,,1
2138,CR-IN-LAP-02138,Croma Ultrabooks S0QMH,Croma,Laptops,Ultrabooks,White,M,30686.48,2023-02-05,,1
2139,CR-IN-SMA-02139,Croma Smart Lights VP8NL,Croma,Smart Home,Smart Lights,Blue,S,23516.46,2022-01-28,,1
2140,CR-IN-WEA-02140,Croma Smartwatch JUCIQ,Croma,Wearables,Smartwatch,Green,XS,30603.88,2023-02-19,,1
2141,CR-IN-GAM-02141,Croma Consoles E7K0G,Croma,Gaming,Consoles,Blue,XS,43794.13,2022-05-10,,1
2142,CR-IN-LAP-02142,Croma Ultrabooks 5U8G0,Croma,Laptops,Ultrabooks,Gold,S,74681.11,2025-02-15,,1
2143,CR-IN-ACC-02143,Croma Cables BT7MS,Croma,Accessories,Cables,Purple,S,1379.92,2024-02-03,,1
2144,CR-IN-ACC-02144,Croma Cables OHIDN,Croma,Accessories,Cables,Gold,XL,797.91,2023-09-13,,1
2145,CR-IN-LAP-02145,Croma Ultrabooks DEE0Q,Croma,Laptops,Ultrabooks,Red,XL,68050.49,2025-03-22,,1
2146,CR-IN-MOB-02146,Croma Smartphones 3I2JT,Croma,Mobiles,Smartphones,Red,S,18761.06,2024-10-11,,1
2147,CR-IN-AUD-02147,Croma Headphones SL4LS,Croma,Audio,Headphones,Blue,XL,29237.37,2025-03-02,,1
2148,CR-IN-CAM-02148,Croma DSLR UMG1H,Croma,Cameras,DSLR,Silver,OneSize,44305.63,2023-04-04,,1
2149,CR-IN-LAP-02149,Croma Ultrabooks VFW69,Croma,Laptops,Ultrabooks,Silver,OneSize,57266.93,2022-10-03,,1
2150,CR-IN-ACC-02150,Croma Cables LV9TY,Croma,Accessories,Cables,White,S,6835.61,2024-06-17,,1
2151,CR-IN-WEA-02151,Croma Smartwatch WQFBB,Croma,Wearables,Smartwatch,Gold,L,54534.96,2023-11-01,,1
2152,CR-IN-APP-02152,Croma Washers QEFR9,Croma,Appliances,Washers,Blue,S,6340.95,2023-01-18,,1
2153,CR-IN-WEA-02153,Croma Smartwatch DM7FU,Croma,Wearables,Smartwatch,Silver,M,4050.22,2023-10-18,,1
2154,CR-IN-APP-02154,Croma Washers X3PSK,Croma,Appliances,Washers,Blue,XL,5713.24,2023-11-22,,1
2155,CR-IN-AUD-02155,Croma Headphones 2KFNX,Croma,Audio,Headphones,Green,L,26273.38,2024-06-21,,1
2156,CR-IN-LAP-02156,Croma Ultrabooks BGRLS,Croma,Laptops,Ultrabooks,Purple,M,186884.3,2025-03-29,,1
2157,CR-IN-ACC-02157,Croma Cables 1BAJ1,Croma,Accessories,Cables,Silver,XS,359.76,2022-04-15,,1
2158,CR-IN-WEA-02158,Croma Smartwatch IEB72,Croma,Wearables,Smartwatch,Gold,XS,33241.27,2024-03-04,,1
2159,CR-IN-GAM-02159,Croma Consoles JSHEG,Croma,Gaming,Consoles,Green,XL,42996.34,2022-02-18,,1
2160,CR-IN-APP-02160,Croma Washers LM5YM,Croma,Appliances,Washers,Green,S,74731.79,2022-05-26,,1
2161,CR-IN-SMA-02161,Croma Smart Lights GKBYO,Croma,Smart Home,Smart Lights,Green,S,13508.48,2024-01-23,,1
2162,CR-IN-APP-02162,Croma Washers TGAL2,Croma,Appliances,Washers,Green,OneSize,100108.7,2022-05-24,,1
2163,CR-IN-CAM-02163,Croma DSLR S5HOD,Croma,Cameras,DSLR,Purple,M,233648.98,2024-07-05,,1
2164,CR-IN-SMA-02164,Croma Smart Lights 2N4IM,Croma,Smart Home,Smart Lights,White,XL,1765.34,2024-12-31,,1
2165,CR-IN-CAM-02165,Croma DSLR 95C1B,Croma,Cameras,DSLR,White,M,138774.65,2024-07-29,,1
2166,CR-IN-APP-02166,Croma Washers INP15,Croma,Appliances,Washers,Gold,XL,66677.83,2022-05-12,,1
2167,CR-IN-CAM-02167,Croma DSLR XZA6G,Croma,Cameras,DSLR,Black,XL,49996.39,2024-04-20,,1
2168,CR-IN-LAP-02168,Croma Ultrabooks 7STF9,Croma,Laptops,Ultrabooks,Silver,OneSize,139445.91,2022-02-26,,1
2169,CR-IN-WEA-02169,Croma Smartwatch 9EDVS,Croma,Wearables,Smartwatch,Black,S,7253.04,2023-05-27,,1
2170,CR-IN-GAM-02170,Croma Consoles DVEGR,Croma,Gaming,Consoles,Silver,M,21116.86,2024-09-24,,1
2171,CR-IN-CAM-02171,Croma DSLR 64MQZ,Croma,Cameras,DSLR,Blue,S,103901.2,2024-05-19,,1
2172,CR-IN-TEL-02172,Croma LED C214E,Croma,Televisions,LED,Gold,M,249935.09,2024-02-11,,1
2173,CR-IN-AUD-02173,Croma Headphones T30JP,Croma,Audio,Headphones,Gold,XL,48179.53,2024-01-05,,1
2174,CR-IN-TEL-02174,Croma LED Z4BJX,Croma,Televisions,LED,Purple,M,71294.07,2022-08-03,,1
2175,CR-IN-LAP-02175,Croma Ultrabooks W6QTZ,Croma,Laptops,Ultrabooks,White,OneSize,171874.73,2023-10-19,,1
2176,CR-IN-AUD-02176,Croma Headphones OKS80,Croma,Audio,Headphones,White,M,45627.14,2023-05-18,,1
2177,CR-IN-LAP-02177,Croma Ultrabooks YN3AB,Croma,Laptops,Ultrabooks,Silver,XS,147755.13,2023-03-17,,1
2178,CR-IN-APP-02178,Croma Washers 2JKPE,Croma,Appliances,Washers,Black,XL,138286.83,2023-07-23,,1
2179,CR-IN-GAM-02179,Croma Consoles ELBTJ,Croma,Gaming,Consoles,Blue,M,40684.18,2023-08-30,,1
2180,CR-IN-CAM-02180,Croma DSLR 2W5ZY,Croma,Cameras,DSLR,Red,M,55038.77,2024-03-19,,1
2181,CR-IN-ACC-02181,Croma Cables 8URZS,Croma,Accessories,Cables,Red,M,5963.29,2024-01-24,,1
2182,CR-IN-CAM-02182,Croma DSLR FUCGP,Croma,Cameras,DSLR,Black,M,52303.34,2024-12-07,,1
2183,CR-IN-LAP-02183,Croma Ultrabooks H55HL,Croma,Laptops,Ultrabooks,Green,OneSize,31306.21,2024-01-13,,1
2184,CR-IN-WEA-02184,Croma Smartwatch MYDCS,Croma,Wearables,Smartwatch,Black,OneSize,26787.1,2024-09-08,,1
2185,CR-IN-WEA-02185,Croma Smartwatch LSVLO,Croma,Wearables,Smartwatch,Black,M,2363.67,2023-02-02,,1
2186,CR-IN-GAM-02186,Croma Consoles RP6UU,Croma,Gaming,Consoles,Black,OneSize,40557.79,2023-11-19,,1
2187,CR-IN-MOB-02187,Croma Smartphones JXTIZ,Croma,Mobiles,Smartphones,Black,OneSize,104308.38,2025-05-20,,1
2188,CR-IN-GAM-02188,Croma Consoles 4NALD,Croma,Gaming,Consoles,Green,OneSize,18838.54,2023-10-27,,1
2189,CR-IN-CAM-02189,Croma DSLR ZOS2S,Croma,Cameras,DSLR,Red,XL,71705.23,2025-06-29,,1
2190,CR-IN-TEL-02190,Croma LED 94OU7,Croma,Televisions,LED,Green,XL,249418.5,2023-09-24,,1
2191,CR-IN-ACC-02191,Croma Cables UG0XL,Croma,Accessories,Cables,Green,S,9123.56,2025-04-14,,1
2192,CR-IN-CAM-02192,Croma DSLR N41UF,Croma,Cameras,DSLR,Purple,XS,162794.37,2025-01-16,,1
2193,CR-IN-CAM-02193,Croma DSLR 6LYDF,Croma,Cameras,DSLR,Red,OneSize,135749.23,2023-05-02,,1
2194,CR-IN-APP-02194,Croma Washers VW8QD,Croma,Appliances,Washers,Red,M,117339.68,2024-05-28,,1
2195,CR-IN-AUD-02195,Croma Headphones FNOL0,Croma,Audio,Headphones,Space Grey,M,33360.73,2023-01-04,,1
2196,CR-IN-LAP-02196,Croma Ultrabooks 878Y1,Croma,Laptops,Ultrabooks,Silver,OneSize,62541.73,2024-07-01,,1
2197,CR-IN-LAP-02197,Croma Ultrabooks UFZUI,Croma,Laptops,Ultrabooks,Blue,M,125725.08,2023-10-07,,1
2198,CR-IN-WEA-02198,Croma Smartwatch VOZ30,Croma,Wearables,Smartwatch,Gold,L,45267.21,2023-12-16,,1
2199,CR-IN-APP-02199,Croma Washers 9JFDK,Croma,Appliances,Washers,Purple,XS,81941.5,2024-05-02,,1
2200,CR-IN-WEA-02200,Croma Smartwatch DALMT,Croma,Wearables,Smartwatch,Black,S,10600.21,2024-08-28,,1
2201,CR-IN-GAM-02201,Croma Consoles KN9MA,Croma,Gaming,Consoles,Gold,L,18253.89,2023-09-12,,1
2202,CR-IN-CAM-02202,Croma DSLR PPEL5,Croma,Cameras,DSLR,White,XS,33797.76,2024-01-24,,1
2203,CR-IN-ACC-02203,Croma Cables 4DO7C,Croma,Accessories,Cables,Silver,XL,1743.52,2024-07-17,,1
2204,CR-IN-ACC-02204,Croma Cables S5RTL,Croma,Accessories,Cables,Green,L,8597.79,2024-02-27,,1
2205,CR-IN-SMA-02205,Croma Smart Lights IO2DF,Croma,Smart Home,Smart Lights,Black,M,4677.97,2023-06-09,,1
2206,CR-IN-ACC-02206,Croma Cables W12PY,Croma,Accessories,Cables,Red,OneSize,4784.73,2022-09-14,,1
2207,CR-IN-APP-02207,Croma Washers J63IN,Croma,Appliances,Washers,Blue,S,52005.05,2022-12-16,,1
2208,CR-IN-AUD-02208,Croma Headphones HBVUV,Croma,Audio,Headphones,Space Grey,XS,37945.43,2024-04-15,,1
2209,CR-IN-TEL-02209,Croma LED IDVPA,Croma,Televisions,LED,Green,M,12705.41,2024-11-12,,1
2210,CR-IN-APP-02210,Croma Washers PUWJV,Croma,Appliances,Washers,White,XL,46902.41,2024-10-15,,1
2211,CR-IN-ACC-02211,Croma Cables 1HSRW,Croma,Accessories,Cables,White,S,2078.01,2023-12-31,,1
2212,CR-IN-CAM-02212,Croma DSLR EWMKE,Croma,Cameras,DSLR,Black,S,19504.83,2022-08-08,,1
2213,CR-IN-AUD-02213,Croma Headphones X7VRI,Croma,Audio,Headphones,Gold,L,28232.89,2023-04-17,,1
2214,CR-IN-TEL-02214,Croma LED 88ZT4,Croma,Televisions,LED,Blue,S,223112.86,2022-12-02,,1
2215,CR-IN-AUD-02215,Croma Headphones Y5H1O,Croma,Audio,Headphones,White,OneSize,46284.33,2025-05-18,,1
2216,CR-IN-AUD-02216,Croma Headphones IL5PX,Croma,Audio,Headphones,Red,XL,7809.56,2024-12-13,,1
2217,CR-IN-APP-02217,Croma Washers BYUIH,Croma,Appliances,Washers,Red,L,40149.78,2025-07-27,2025-08-29,0
2218,CR-IN-LAP-02218,Croma Ultrabooks VFTOC,Croma,Laptops,Ultrabooks,Blue,XL,143406.47,2024-08-12,,1
2219,CR-IN-CAM-02219,Croma DSLR 8HVTY,Croma,Cameras,DSLR,Space Grey,S,107828.98,2022-04-14,,1
2220,CR-IN-ACC-02220,Croma Cables OK8MI,Croma,Accessories,Cables,Gold,M,745.95,2024-03-17,,1
2221,CR-IN-GAM-02221,Croma Consoles UJHJ9,Croma,Gaming,Consoles,Blue,OneSize,27118.28,2023-09-24,,1
2222,CR-IN-AUD-02222,Croma Headphones HIWPU,Croma,Audio,Headphones,Red,S,4708.31,2024-08-20,,1
2223,CR-IN-TEL-02223,Croma LED PACCP,Croma,Televisions,LED,White,L,228131.56,2023-12-06,,1
2224,CR-IN-SMA-02224,Croma Smart Lights 2R4WX,Croma,Smart Home,Smart Lights,Gold,OneSize,24946.9,2024-04-05,,1
2225,CR-IN-ACC-02225,Croma Cables FLDOE,Croma,Accessories,Cables,Gold,OneSize,4953.05,2025-05-20,,1
2226,CR-IN-APP-02226,Croma Washers NUN65,Croma,Appliances,Washers,Green,S,19188.5,2022-10-10,,1
2227,CR-IN-TEL-02227,Croma LED 4OZ7R,Croma,Televisions,LED,Silver,M,43179.36,2025-05-29,,1
2228,CR-IN-GAM-02228,Croma Consoles H3TPR,Croma,Gaming,Consoles,Purple,S,14902.98,2023-03-05,,1
2229,CR-IN-ACC-02229,Croma Cables G61M2,Croma,Accessories,Cables,Green,L,7429.42,2023-09-13,,1
2230,CR-IN-MOB-02230,Croma Smartphones 9OC78,Croma,Mobiles,Smartphones,Silver,OneSize,20976.68,2024-10-06,,1
2231,CR-IN-ACC-02231,Croma Cables QWW39,Croma,Accessories,Cables,Blue,L,1754.35,2022-10-14,,1
2232,CR-IN-LAP-02232,Croma Ultrabooks ULWF0,Croma,Laptops,Ultrabooks,Space Grey,XL,144660.99,2022-12-07,,1
2233,CR-IN-AUD-02233,Croma Headphones SQIO2,Croma,Audio,Headphones,Black,M,14934.22,2024-08-31,,1
2234,CR-IN-CAM-02234,Croma DSLR QKZIG,Croma,Cameras,DSLR,Blue,OneSize,198013.63,2024-12-30,,1
2235,CR-IN-CAM-02235,Croma DSLR PV7B3,Croma,Cameras,DSLR,Gold,OneSize,125090.44,2022-06-24,,1
2236,CR-IN-WEA-02236,Croma Smartwatch PX761,Croma,Wearables,Smartwatch,Gold,L,7657.65,2025-01-12,,1
2237,CR-IN-MOB-02237,Croma Smartphones PHE3M,Croma,Mobiles,Smartphones,Red,S,96672.72,2024-02-20,,1
2238,CR-IN-APP-02238,Croma Washers RQQGL,Croma,Appliances,Washers,Purple,L,68367.63,2023-09-23,,1
2239,CR-IN-LAP-02239,Croma Ultrabooks EMAA5,Croma,Laptops,Ultrabooks,Space Grey,XL,85466.74,2025-03-14,,1
2240,CR-IN-WEA-02240,Croma Smartwatch GGTCC,Croma,Wearables,Smartwatch,Purple,OneSize,19299.14,2024-11-12,,1
2241,CR-IN-CAM-02241,Croma DSLR 1O8DM,Croma,Cameras,DSLR,White,S,60709.11,2024-08-02,,1
2242,CR-IN-MOB-02242,Croma Smartphones LZSNQ,Croma,Mobiles,Smartphones,Black,XS,18872.56,2022-01-26,2022-05-26,0
2243,CR-IN-TEL-02243,Croma LED FAC6T,Croma,Televisions,LED,White,L,206847.2,2023-12-16,,1
2244,CR-IN-WEA-02244,Croma Smartwatch PMIWZ,Croma,Wearables,Smartwatch,White,S,21229.89,2025-07-30,,1
2245,CR-IN-WEA-02245,Croma Smartwatch UKVXO,Croma,Wearables,Smartwatch,Black,XS,15840.06,2024-05-10,,1
2246,CR-IN-SMA-02246,Croma Smart Lights OMYID,Croma,Smart Home,Smart Lights,Gold,XL,6816.8,2024-02-07,,1
2247,CR-IN-GAM-02247,Croma Consoles TZQHF,Croma,Gaming,Consoles,Green,XS,4289.64,2023-10-22,,1
2248,CR-IN-TEL-02248,Croma LED 510IJ,Croma,Televisions,LED,Purple,L,78720.98,2022-10-27,,1
2249,CR-IN-AUD-02249,Croma Headphones R1QSU,Croma,Audio,Headphones,Black,OneSize,35551.61,2025-01-05,,1
2250,CR-IN-LAP-02250,Croma Ultrabooks THA55,Croma,Laptops,Ultrabooks,Gold,OneSize,27668.1,2025-04-26,,1
2251,CR-IN-CAM-02251,Croma DSLR BU311,Croma,Cameras,DSLR,Gold,XS,164359.35,2023-11-29,,1
2252,CR-IN-AUD-02252,Croma Headphones IZZN7,Croma,Audio,Headphones,Purple,L,19248.59,2023-12-23,,1
2253,CR-IN-LAP-02253,Croma Ultrabooks OSHNO,Croma,Laptops,Ultrabooks,Red,XS,50542.72,2023-01-29,,1
2254,CR-IN-TEL-02254,Croma LED V12FO,Croma,Televisions,LED,White,L,41307.83,2023-09-02,,1
2255,CR-IN-MOB-02255,Croma Smartphones T5QQ6,Croma,Mobiles,Smartphones,Red,S,23663.35,2024-10-19,,1
2256,CR-IN-LAP-02256,Croma Ultrabooks YSTPS,Croma,Laptops,Ultrabooks,Black,M,123742.11,2025-06-03,,1
2257,CR-IN-AUD-02257,Croma Headphones 9GK5X,Croma,Audio,Headphones,Blue,L,34516.42,2024-01-06,,1
2258,CR-IN-TEL-02258,Croma LED BFYW5,Croma,Televisions,LED,Gold,L,170597.12,2023-01-02,,1
2259,CR-IN-TEL-02259,Croma LED VLB2E,Croma,Televisions,LED,Black,XL,246601.21,2023-08-12,,1
2260,CR-IN-MOB-02260,Croma Smartphones W9O9W,Croma,Mobiles,Smartphones,Silver,OneSize,21662.28,2023-09-30,,1
2261,CR-IN-CAM-02261,Croma DSLR 02G73,Croma,Cameras,DSLR,Gold,S,19795.76,2023-12-30,,1
2262,CR-IN-TEL-02262,Croma LED ONJ87,Croma,Televisions,LED,Black,OneSize,168755.46,2025-07-20,,1
2263,CR-IN-LAP-02263,Croma Ultrabooks R5UBE,Croma,Laptops,Ultrabooks,White,XL,82110.51,2024-03-02,,1
2264,CR-IN-SMA-02264,Croma Smart Lights 3UR33,Croma,Smart Home,Smart Lights,Green,S,8691.85,2022-07-06,,1
2265,CR-IN-AUD-02265,Croma Headphones KREFL,Croma,Audio,Headphones,Silver,OneSize,39689.98,2023-04-21,,1
2266,CR-IN-TEL-02266,Croma LED PZ7SG,Croma,Televisions,LED,Gold,XS,24120.6,2024-11-16,,1
2267,CR-IN-LAP-02267,Croma Ultrabooks TD9VQ,Croma,Laptops,Ultrabooks,Purple,XL,44038.13,2023-08-27,,1
2268,CR-IN-ACC-02268,Croma Cables W8NSG,Croma,Accessories,Cables,Space Grey,M,9218.49,2024-09-06,,1
2269,CR-IN-AUD-02269,Croma Headphones OBN1K,Croma,Audio,Headphones,Gold,OneSize,11007.95,2023-05-04,,1
2270,CR-IN-APP-02270,Croma Washers L1CCD,Croma,Appliances,Washers,Silver,OneSize,147159.9,2024-09-03,,1
2271,CR-IN-APP-02271,Croma Washers 4XG2K,Croma,Appliances,Washers,Red,XL,65674.87,2022-03-30,,1
2272,CR-IN-SMA-02272,Croma Smart Lights B60RK,Croma,Smart Home,Smart Lights,White,L,4549.08,2023-03-21,,1
2273,CR-IN-MOB-02273,Croma Smartphones V1LPG,Croma,Mobiles,Smartphones,Silver,S,11914.34,2024-12-30,,1
2274,CR-IN-SMA-02274,Croma Smart Lights FBKHO,Croma,Smart Home,Smart Lights,Purple,L,10695.51,2022-11-05,,1
2275,CR-IN-APP-02275,Croma Washers T83NM,Croma,Appliances,Washers,Gold,S,127188.0,2024-02-07,,1
2276,CR-IN-ACC-02276,Croma Cables 29NH2,Croma,Accessories,Cables,White,M,5238.52,2023-08-26,,1
2277,CR-IN-LAP-02277,Croma Ultrabooks EP8T8,Croma,Laptops,Ultrabooks,Green,L,97672.75,2025-01-27,,1
2278,CR-IN-MOB-02278,Croma Smartphones WP2WV,Croma,Mobiles,Smartphones,White,XL,65226.61,2025-05-23,,1
2279,CR-IN-WEA-02279,Croma Smartwatch VDEOR,Croma,Wearables,Smartwatch,Green,L,45791.64,2023-09-06,2024-12-28,0
2280,CR-IN-MOB-02280,Croma Smartphones 23GKV,Croma,Mobiles,Smartphones,Black,XS,7494.81,2022-01-04,,1
2281,CR-IN-TEL-02281,Croma LED TRH8L,Croma,Televisions,LED,Green,XS,191370.7,2024-11-26,,1
2282,CR-IN-AUD-02282,Croma Headphones R19F4,Croma,Audio,Headphones,Purple,L,18482.98,2023-07-20,,1
2283,CR-IN-TEL-02283,Croma LED AKB79,Croma,Televisions,LED,Red,XL,192890.42,2024-03-03,,1
2284,CR-IN-ACC-02284,Croma Cables 02TRG,Croma,Accessories,Cables,Blue,OneSize,3204.53,2024-04-27,,1
