sales_id,sales_date,sales_time,store_id,product_id,customer_id,employee_id,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_type,transaction_id
1382,2025-08-21,13:56:12,10649,3169,1497,7145,1,20037.06,20037.06,2003.71,18033.35,BNPL,IN-TXN-20250821-F5R3LMJ7
1383,2025-06-12,20:13:13,2576,5315,3036,1010,2,109019.16,218038.32,10901.92,207136.4,UPI,IN-TXN-20250612-1JPVD7GT
1384,2025-06-02,21:03:18,10755,7908,5903,11007,1,64722.04,64722.04,3236.1,61485.94,WALLET,IN-TXN-20250602-N4VNOUAR
1385,2025-06-13,15:30:43,3301,8190,7012,6089,1,5931.39,5931.39,296.57,5634.82,BNPL,IN-TXN-20250613-YOR8TGJT
1386,2025-06-03,15:54:01,7413,11022,6676,1681,2,55682.06,111364.12,5568.21,105795.91,CASH,IN-TXN-20250603-IB5LLPEF
1387,2025-08-24,14:36:19,10754,1283,7974,11632,1,139877.91,139877.91,0.0,139877.91,UPI,IN-TXN-20250824-JKI27JDR
1388,2025-08-16,13:25:45,6640,3236,2433,1639,1,99999.04,99999.04,0.0,99999.04,CARD,IN-TXN-20250816-TTNN77KJ
1389,2025-08-14,12:01:11,6677,4102,3014,10195,2,169765.9,339531.8,33953.18,305578.62,CASH,IN-TXN-20250814-016OI3K5
1390,2025-07-25,17:53:44,5877,8187,1209,2481,2,5254.85,10509.7,0.0,10509.7,CARD,IN-TXN-20250725-KN6TBV0D
1391,2025-06-07,20:14:41,2722,5902,493,7241,1,62047.38,62047.38,0.0,62047.38,WALLET,IN-TXN-20250607-JN8M3XI8
1392,2025-06-07,18:19:54,10618,11565,889,7583,1,23651.51,23651.51,0.0,23651.51,CARD,IN-TXN-20250607-SHXKO7UH
1393,2025-09-11,16:04:31,2477,5027,8354,6022,2,53611.4,107222.8,0.0,107222.8,BNPL,IN-TXN-20250911-2L750R9C
1394,2025-07-13,20:34:12,7148,6796,533,6927,1,26349.11,26349.11,1317.46,25031.65,UPI,IN-TXN-20250713-GOZULVRV
1395,2025-08-21,15:27:37,6209,9535,4873,10516,1,753.59,753.59,37.68,715.91,UPI,IN-TXN-20250821-TA0CRML2
1396,2025-07-12,20:45:47,6874,7333,3407,8845,1,57711.21,57711.21,0.0,57711.21,BNPL,IN-TXN-20250712-PI0NZ6BA
1397,2025-07-20,13:38:39,9815,5511,935,9581,1,49064.48,49064.48,0.0,49064.48,CASH,IN-TXN-20250720-B34HZJAJ
1398,2025-07-15,12:06:32,10266,8908,10512,1203,3,7732.62,23197.86,0.0,23197.86,BNPL,IN-TXN-20250715-1SQ59A68
1399,2025-08-18,18:04:12,184,7722,2760,8204,1,24177.48,24177.48,0.0,24177.48,CASH,IN-TXN-20250818-JVP07I5H
1400,2025-08-06,10:42:53,625,11888,6843,7658,1,6898.1,6898.1,0.0,6898.1,CASH,IN-TXN-20250806-T2SC6H53
1401,2025-07-06,16:34:44,10149,1282,8166,514,1,22066.98,22066.98,1103.35,20963.63,UPI,IN-TXN-20250706-Z7ZT6BBV
1402,2025-09-13,16:00:31,2595,8979,8978,11354,1,122092.7,122092.7,0.0,122092.7,CASH,IN-TXN-20250913-GNBGHND2
1403,2025-06-26,14:08:11,3860,6269,2443,283,1,36495.27,36495.27,1824.76,34670.51,UPI,IN-TXN-20250626-5TY0QUMB
1404,2025-08-21,12:23:43,2290,5325,5938,9259,1,25049.4,25049.4,0.0,25049.4,UPI,IN-TXN-20250821-KLNNEMR2
1405,2025-09-05,20:12:02,5486,5274,6725,9973,1,13621.13,13621.13,681.06,12940.07,WALLET,IN-TXN-20250905-QH3720TW
1406,2025-09-08,16:03:00,3354,12000,10424,8305,1,81539.96,81539.96,0.0,81539.96,WALLET,IN-TXN-20250908-W65ZPKZ4
1407,2025-06-20,16:34:47,4026,6895,5325,8938,2,162809.11,325618.22,0.0,325618.22,CARD,IN-TXN-20250620-7J1Z77Y9
1408,2025-07-21,10:00:05,10759,8179,10340,4598,1,84390.49,84390.49,0.0,84390.49,CARD,IN-TXN-20250721-EB86U0Y1
1409,2025-06-10,17:26:25,1679,11990,4129,10965,2,50048.72,100097.44,10009.74,90087.7,CASH,IN-TXN-20250610-PU597YWR
1410,2025-07-14,12:01:30,10198,6117,11875,11973,1,93485.69,93485.69,0.0,93485.69,BNPL,IN-TXN-20250714-3Q0D8A79
1411,2025-09-13,18:36:06,11278,317,3611,4627,1,38185.48,38185.48,0.0,38185.48,CASH,IN-TXN-20250913-1JFPOEYA
1412,2025-09-05,12:18:02,6323,238,329,4100,1,4970.39,4970.39,0.0,4970.39,UPI,IN-TXN-20250905-53BQDT8G
1413,2025-06-18,20:07:27,11115,2442,1323,6824,1,4806.85,4806.85,0.0,4806.85,UPI,IN-TXN-20250618-DPRJP6ZJ
1414,2025-06-10,20:25:24,77,4727,1834,8879,1,47206.31,47206.31,4720.63,42485.68,CARD,IN-TXN-20250610-UZ9EQ9G6
1415,2025-09-07,17:49:35,27,10426,3313,11633,1,35105.84,35105.84,0.0,35105.84,WALLET,IN-TXN-20250907-R25JGYNW
1416,2025-07-02,17:19:24,6260,1489,2756,1978,1,9389.18,9389.18,0.0,9389.18,WALLET,IN-TXN-20250702-H3SAJH6A
1417,2025-07-14,16:19:27,6174,11219,7930,8007,2,12698.34,25396.68,2539.67,22857.01,BNPL,IN-TXN-20250714-P3EUKPEE
1418,2025-07-29,10:04:58,8026,8091,4034,104,1,9623.59,9623.59,0.0,9623.59,UPI,IN-TXN-20250729-7892M3OZ
1419,2025-06-09,17:28:30,10104,2360,11435,5764,1,3538.24,3538.24,0.0,3538.24,BNPL,IN-TXN-20250609-BAXO67XU
1420,2025-07-29,13:46:08,9337,11021,9246,7002,1,16844.65,16844.65,0.0,16844.65,WALLET,IN-TXN-20250729-NYX849UX
1421,2025-09-11,20:38:26,6121,10544,1984,7494,1,25954.94,25954.94,0.0,25954.94,BNPL,IN-TXN-20250911-D4A2T6XC
1422,2025-07-10,17:19:08,11332,5372,11581,1332,2,89025.1,178050.2,0.0,178050.2,UPI,IN-TXN-20250710-A3ORWEV2
1423,2025-07-08,19:53:03,2245,11332,11045,1656,1,22178.3,22178.3,0.0,22178.3,CARD,IN-TXN-20250708-DKN4C8XQ
1424,2025-06-23,12:42:39,6696,11216,4340,10961,1,42138.04,42138.04,0.0,42138.04,CASH,IN-TXN-20250623-OAFK0F4Y
1425,2025-06-18,14:41:32,6898,8777,6916,702,1,232731.01,232731.01,0.0,232731.01,CARD,IN-TXN-20250618-IT4AJFT8
1426,2025-07-04,18:23:27,6155,6141,1162,171,2,108122.74,216245.48,0.0,216245.48,CASH,IN-TXN-20250704-AYTWY5E4
1427,2025-07-29,14:55:42,6477,6955,8179,6059,2,160971.26,321942.52,16097.13,305845.39,WALLET,IN-TXN-20250729-7RAWLUGG
1428,2025-07-07,19:23:56,4945,4287,2345,441,2,32045.76,64091.52,0.0,64091.52,WALLET,IN-TXN-20250707-CJU1RZIY
1429,2025-07-29,10:57:52,6944,5371,6243,3434,2,109878.7,219757.4,0.0,219757.4,CASH,IN-TXN-20250729-S4MP1W5Y
1430,2025-08-13,20:21:29,7758,8690,3030,2615,1,17442.08,17442.08,1744.21,15697.87,BNPL,IN-TXN-20250813-UTF09B0R
1431,2025-07-10,12:10:04,60,4929,7726,8807,1,184126.8,184126.8,0.0,184126.8,WALLET,IN-TXN-20250710-DQC6X6J2
1432,2025-07-15,11:19:20,6864,10261,7938,6510,1,3649.91,3649.91,0.0,3649.91,CASH,IN-TXN-20250715-7L7EOE11
1433,2025-08-01,12:25:33,4042,8366,8455,11873,1,82359.74,82359.74,8235.97,74123.77,UPI,IN-TXN-20250801-B4CTXR2O
1434,2025-06-02,14:35:14,8541,8438,2894,4010,1,33078.77,33078.77,0.0,33078.77,WALLET,IN-TXN-20250602-9AFUDVFP
1435,2025-08-20,12:30:33,1878,10183,2847,6824,1,3475.84,3475.84,0.0,3475.84,CASH,IN-TXN-20250820-FRL6XXLH
1436,2025-07-08,13:24:57,848,7252,10645,5607,1,83849.2,83849.2,12577.38,71271.82,CASH,IN-TXN-20250708-VX6AWGEU
1437,2025-07-12,14:55:30,11763,2263,4247,8527,1,82110.51,82110.51,0.0,82110.51,BNPL,IN-TXN-20250712-MPKIVM9A
1438,2025-07-28,15:08:55,11399,11229,8630,9806,1,19365.73,19365.73,0.0,19365.73,WALLET,IN-TXN-20250728-Y9ZRKDKP
1439,2025-06-11,16:00:55,11687,10948,8398,1479,1,88467.72,88467.72,0.0,88467.72,CASH,IN-TXN-20250611-J93UPCOG
1440,2025-06-18,12:37:50,8824,3919,7861,296,2,72771.68,145543.36,21831.5,123711.86,BNPL,IN-TXN-20250618-IXD2QLWW
1441,2025-09-06,18:03:48,3480,2850,8286,1209,1,138681.27,138681.27,0.0,138681.27,WALLET,IN-TXN-20250906-M000MDW8
1442,2025-06-12,18:51:14,2884,8135,6333,9119,1,470.64,470.64,0.0,470.64,CARD,IN-TXN-20250612-JM1RLMPG
1443,2025-08-26,20:49:18,3516,7413,6185,10017,1,13982.69,13982.69,1398.27,12584.42,WALLET,IN-TXN-20250826-3FOEGXSC
1444,2025-07-21,13:32:41,10776,6840,2572,7095,3,629.08,1887.24,0.0,1887.24,UPI,IN-TXN-20250721-8W37DP4R
1445,2025-08-10,14:30:47,2040,2659,11831,1493,1,94498.39,94498.39,9449.84,85048.55,CASH,IN-TXN-20250810-4CAV8RLP
1446,2025-08-12,19:55:22,6807,3597,9738,2387,1,43231.96,43231.96,6484.79,36747.17,CARD,IN-TXN-20250812-VLFFP3A2
1447,2025-07-08,14:33:22,3219,6183,2482,7278,4,13541.37,54165.48,5416.55,48748.93,WALLET,IN-TXN-20250708-SXX133GK
1448,2025-06-23,18:02:41,9584,4615,930,4821,1,27378.59,27378.59,0.0,27378.59,WALLET,IN-TXN-20250623-0EUQTOKZ
1449,2025-08-17,21:22:45,3180,11135,3828,3826,1,11534.36,11534.36,0.0,11534.36,BNPL,IN-TXN-20250817-QNCHVUUZ
1450,2025-09-10,16:17:42,1326,1598,3748,11984,1,212073.57,212073.57,10603.68,201469.89,WALLET,IN-TXN-20250910-0VHZ7LG0
1451,2025-07-04,10:04:42,10847,8930,10486,7145,2,196411.16,392822.32,0.0,392822.32,WALLET,IN-TXN-20250704-WRXIHA1A
1452,2025-08-13,10:40:09,10470,11553,2408,7808,1,72918.83,72918.83,7291.88,65626.95,UPI,IN-TXN-20250813-LXZLME3W
1453,2025-06-26,13:43:05,566,5894,3362,4435,2,175285.91,350571.82,17528.59,333043.23,UPI,IN-TXN-20250626-QD9QE51A
1454,2025-08-15,10:28:55,152,4506,5477,7525,1,53938.13,53938.13,0.0,53938.13,WALLET,IN-TXN-20250815-IUATEHFT
1455,2025-08-22,14:49:12,1249,4808,9240,4822,1,9066.01,9066.01,0.0,9066.01,UPI,IN-TXN-20250822-UUYZRBX2
1456,2025-09-07,14:53:07,11459,4569,8087,7271,1,186760.7,186760.7,0.0,186760.7,BNPL,IN-TXN-20250907-JEDK0IA8
1457,2025-06-19,12:25:55,8169,1776,1368,6529,1,21916.75,21916.75,0.0,21916.75,BNPL,IN-TXN-20250619-3TFJLABP
1458,2025-06-19,10:05:42,5266,4064,3040,10938,1,68611.16,68611.16,0.0,68611.16,WALLET,IN-TXN-20250619-MGJ4VG2L
1459,2025-08-16,17:36:03,7186,972,688,11080,1,29393.8,29393.8,0.0,29393.8,CASH,IN-TXN-20250816-P6B18OSR
1460,2025-07-29,12:23:54,1761,321,4397,5558,1,42570.88,42570.88,4257.09,38313.79,WALLET,IN-TXN-20250729-V5913SXW
1461,2025-09-02,14:37:32,2795,3465,7989,6997,1,184864.54,184864.54,18486.45,166378.09,CASH,IN-TXN-20250902-BM7G6IG9
1462,2025-09-05,12:18:08,3913,3255,7844,1737,1,51453.67,51453.67,0.0,51453.67,CASH,IN-TXN-20250905-9EDC5Q7Z
1463,2025-08-10,11:18:11,2657,8053,4965,4959,2,58052.15,116104.3,0.0,116104.3,CARD,IN-TXN-20250810-KT1JC266
1464,2025-08-03,18:23:47,9696,3274,6981,10564,1,39665.99,39665.99,0.0,39665.99,UPI,IN-TXN-20250803-CI4IFYYX
1465,2025-08-09,16:53:01,9289,8420,3932,11456,1,108354.67,108354.67,0.0,108354.67,WALLET,IN-TXN-20250809-QGB077YT
1466,2025-08-20,19:36:43,2100,1653,4910,9487,1,15271.73,15271.73,0.0,15271.73,UPI,IN-TXN-20250820-E9XEXPHC
1467,2025-06-09,16:10:47,9929,304,3823,6710,1,7677.24,7677.24,0.0,7677.24,BNPL,IN-TXN-20250609-9WIFQ6BL
1468,2025-08-27,13:41:53,6402,3080,7126,117,1,9126.67,9126.67,0.0,9126.67,CASH,IN-TXN-20250827-69XGQ85Q
1469,2025-06-05,13:49:32,1296,1402,8281,6652,1,10500.52,10500.52,0.0,10500.52,WALLET,IN-TXN-20250605-VAAYCZDD
1470,2025-09-02,11:49:06,1443,791,2221,11263,1,71092.0,71092.0,3554.6,67537.4,BNPL,IN-TXN-20250902-Q2O48OUU
1471,2025-08-12,18:36:12,4660,2863,6897,150,2,70348.16,140696.32,0.0,140696.32,BNPL,IN-TXN-20250812-1MG5U89J
1472,2025-07-14,16:46:24,10594,9019,9805,11170,2,16343.23,32686.46,1634.32,31052.14,UPI,IN-TXN-20250714-TH92J7GV
1473,2025-08-29,14:52:32,2044,4328,302,10665,1,7920.35,7920.35,0.0,7920.35,WALLET,IN-TXN-20250829-PKCUUZGV
1474,2025-07-13,20:32:14,499,11285,9378,10439,1,55305.4,55305.4,5530.54,49774.86,WALLET,IN-TXN-20250713-H9ZNHJT9
1475,2025-08-10,10:54:48,1960,8946,11603,8472,1,17915.84,17915.84,895.79,17020.05,BNPL,IN-TXN-20250810-WLIODNAE
1476,2025-06-09,16:39:26,1031,4406,4353,8218,1,185544.76,185544.76,0.0,185544.76,CARD,IN-TXN-20250609-O6LONYEA
1477,2025-08-06,19:27:26,10420,10763,5801,3259,2,37711.9,75423.8,0.0,75423.8,UPI,IN-TXN-20250806-3HWC3N12
1478,2025-08-08,14:03:11,6464,3742,9845,11886,1,121009.77,121009.77,12100.98,108908.79,CASH,IN-TXN-20250808-CBFGRFGS
1479,2025-09-05,17:08:45,11564,1784,7155,1792,1,15811.82,15811.82,0.0,15811.82,CASH,IN-TXN-20250905-BID7BJQ8
1480,2025-06-02,17:39:05,11434,10778,6597,11462,1,44160.33,44160.33,0.0,44160.33,UPI,IN-TXN-20250602-X0GY2JPA
1481,2025-08-14,20:15:39,234,10047,8143,10470,2,10778.9,21557.8,0.0,21557.8,CARD,IN-TXN-20250814-KK2A2Q54
1482,2025-07-07,18:12:39,3403,4010,1349,7398,2,114781.29,229562.58,11478.13,218084.45,WALLET,IN-TXN-20250707-4LM31RZ9
1483,2025-07-26,14:29:12,3082,7268,9475,5013,1,965.86,965.86,48.29,917.57,CASH,IN-TXN-20250726-FKJIZT53
1484,2025-07-27,16:52:25,3624,7166,6710,197,1,7416.35,7416.35,370.82,7045.53,UPI,IN-TXN-20250727-0B7PJ0S9
1485,2025-08-23,15:04:36,11172,3909,2946,8212,2,63784.47,127568.94,0.0,127568.94,WALLET,IN-TXN-20250823-GXY8RISZ
1486,2025-08-12,10:33:12,8537,4227,8906,26,1,136414.72,136414.72,0.0,136414.72,BNPL,IN-TXN-20250812-TZ8RKETB
1487,2025-07-02,14:33:42,4181,10747,3529,4430,1,9994.42,9994.42,999.44,8994.98,CARD,IN-TXN-20250702-HVG4OXPW
1488,2025-08-12,10:48:11,5443,2949,1733,1327,1,97422.81,97422.81,4871.14,92551.67,BNPL,IN-TXN-20250812-AZ1YMNIM
1489,2025-07-17,19:37:54,11277,11286,5184,3737,2,127662.59,255325.18,12766.26,242558.92,CASH,IN-TXN-20250717-ONOQLN3B
1490,2025-06-17,17:47:37,7676,10408,2706,4417,1,9287.42,9287.42,1393.11,7894.31,WALLET,IN-TXN-20250617-IZCU3DW3
1491,2025-09-04,20:01:00,8182,5977,11250,3643,3,175634.58,526903.74,0.0,526903.74,CARD,IN-TXN-20250904-O1SXEPPF
1492,2025-07-09,17:01:08,6114,5152,6553,9933,2,31155.19,62310.38,0.0,62310.38,BNPL,IN-TXN-20250709-Y2SQ8I0R
1493,2025-08-06,21:11:23,11367,4146,2694,9318,2,108129.78,216259.56,0.0,216259.56,BNPL,IN-TXN-20250806-34CEGXJM
1494,2025-09-02,17:30:50,11469,6515,10480,10527,1,148391.63,148391.63,0.0,148391.63,CARD,IN-TXN-20250902-8DW7OBD1
1495,2025-06-19,18:47:41,5119,10937,3409,3746,1,76133.42,76133.42,0.0,76133.42,CARD,IN-TXN-20250619-ZTIM8G5M
1496,2025-08-17,12:47:02,2913,1683,627,5626,2,59960.66,119921.32,0.0,119921.32,BNPL,IN-TXN-20250817-JLUIY062
1497,2025-07-12,12:34:02,9113,7357,6427,7183,1,25177.58,25177.58,1258.88,23918.7,UPI,IN-TXN-20250712-FAI0Q9F3
1498,2025-09-02,13:27:25,9598,3976,6011,6386,1,214005.5,214005.5,0.0,214005.5,CASH,IN-TXN-20250902-ZWPH5ZLX
1499,2025-06-29,13:21:48,8668,10183,3588,7948,2,3475.84,6951.68,0.0,6951.68,BNPL,IN-TXN-20250629-1MUVRVMU
1500,2025-06-04,11:37:25,10740,8077,3461,10406,1,15442.06,15442.06,0.0,15442.06,BNPL,IN-TXN-20250604-63WQLGD5
1501,2025-08-07,18:46:34,4257,3211,3961,1583,1,1282.45,1282.45,0.0,1282.45,CASH,IN-TXN-20250807-HFJ7WY1X
1502,2025-08-30,15:18:02,252,4319,10971,6535,1,51779.74,51779.74,0.0,51779.74,UPI,IN-TXN-20250830-PBCLIWWK
1503,2025-06-22,15:49:13,1922,10074,3487,6699,1,13390.56,13390.56,0.0,13390.56,CASH,IN-TXN-20250622-K6O04MHW
1504,2025-08-15,20:30:27,10954,4640,10896,7555,1,15137.73,15137.73,756.89,14380.84,CASH,IN-TXN-20250815-RR2SN6V7
1505,2025-06-20,19:17:28,382,6792,7100,11156,1,7665.22,7665.22,766.52,6898.7,CARD,IN-TXN-20250620-EBXGCTWS
1506,2025-06-26,20:45:58,70,8269,2776,9258,3,50950.81,152852.43,0.0,152852.43,WALLET,IN-TXN-20250626-PZALAZX4
1507,2025-09-10,14:15:39,7857,5307,9894,11065,2,26492.5,52985.0,5298.5,47686.5,CARD,IN-TXN-20250910-HSSH8XS1
1508,2025-07-16,17:21:15,6110,1648,11803,6677,3,126992.49,380977.47,0.0,380977.47,BNPL,IN-TXN-20250716-3J1RK8JB
1509,2025-08-18,16:33:06,7692,11739,1577,4533,1,154323.1,154323.1,0.0,154323.1,BNPL,IN-TXN-20250818-43D8LVZ1
1510,2025-08-05,18:37:55,9113,11752,3760,11621,1,53231.61,53231.61,0.0,53231.61,CARD,IN-TXN-20250805-VKI0Q5NL
1511,2025-09-03,15:03:17,7337,5270,7503,11988,1,19936.42,19936.42,0.0,19936.42,CARD,IN-TXN-20250903-XATKAG9K
1512,2025-07-06,19:36:20,8265,8688,9768,8489,1,1608.48,1608.48,80.42,1528.06,WALLET,IN-TXN-20250706-HBO0A60W
1513,2025-07-19,20:19:58,10748,4813,1059,6758,1,184667.44,184667.44,0.0,184667.44,CARD,IN-TXN-20250719-I37UAXKO
1514,2025-08-05,17:53:37,11638,2942,10271,10203,2,57501.41,115002.82,5750.14,109252.68,UPI,IN-TXN-20250805-GPS8CYAB
1515,2025-06-23,12:18:26,6186,9990,781,3297,1,46571.26,46571.26,0.0,46571.26,WALLET,IN-TXN-20250623-6TLXIXCX
1516,2025-07-23,14:36:07,583,8069,9140,7631,1,75195.73,75195.73,0.0,75195.73,CARD,IN-TXN-20250723-IZNJBV9S
1517,2025-07-06,19:35:16,6585,11858,7807,11578,1,11301.66,11301.66,565.08,10736.58,WALLET,IN-TXN-20250706-T63MAAVP
1518,2025-08-25,19:11:55,901,1332,11268,6437,1,122318.49,122318.49,0.0,122318.49,BNPL,IN-TXN-20250825-3BLXZOO1
1519,2025-08-28,12:56:14,11318,4813,5900,2572,1,184667.44,184667.44,0.0,184667.44,WALLET,IN-TXN-20250828-4ER1QEA9
1520,2025-09-04,15:57:50,9878,8270,5722,4599,1,4062.88,4062.88,406.29,3656.59,CARD,IN-TXN-20250904-NPV92IQM
1521,2025-07-11,15:48:07,9985,1453,9163,6539,1,17590.68,17590.68,879.53,16711.15,CASH,IN-TXN-20250711-5JU0320H
1522,2025-08-17,11:02:41,572,5449,10504,4630,1,8431.38,8431.38,0.0,8431.38,BNPL,IN-TXN-20250817-ADVP49XS
1523,2025-08-22,18:12:09,4786,4705,5002,9068,1,32090.34,32090.34,0.0,32090.34,BNPL,IN-TXN-20250822-UWM6K9LA
1524,2025-07-27,19:24:52,7820,1923,10187,8147,1,2053.12,2053.12,307.97,1745.15,UPI,IN-TXN-20250727-6M3OUIM5
1525,2025-08-29,18:36:08,10965,5845,6890,1024,2,13838.18,27676.36,0.0,27676.36,BNPL,IN-TXN-20250829-Y139S0CR
1526,2025-06-06,13:47:35,11985,7771,2696,178,1,29799.68,29799.68,0.0,29799.68,BNPL,IN-TXN-20250606-RAM4CTSF
1527,2025-06-18,13:50:19,9112,4833,5568,6409,1,26401.53,26401.53,0.0,26401.53,CARD,IN-TXN-20250618-I1OMH7R9
1528,2025-09-13,19:08:41,10171,11106,10690,5022,2,19091.04,38182.08,0.0,38182.08,BNPL,IN-TXN-20250913-XO6HSSXC
1529,2025-06-26,20:21:21,11439,10500,10928,1296,2,18129.29,36258.58,0.0,36258.58,BNPL,IN-TXN-20250626-BHRZ8MUB
1530,2025-06-16,17:59:51,11852,5286,882,4825,2,74407.84,148815.68,0.0,148815.68,WALLET,IN-TXN-20250616-86XN0ZAT
1531,2025-07-21,18:47:29,11463,6994,11742,1805,1,16033.97,16033.97,0.0,16033.97,UPI,IN-TXN-20250721-X34D0ME8
1532,2025-09-01,18:33:56,11297,11339,2707,2972,2,52574.92,105149.84,5257.49,99892.35,CARD,IN-TXN-20250901-9Y8H8LPU
1533,2025-09-08,14:06:10,6259,81,9051,5196,1,14538.73,14538.73,0.0,14538.73,WALLET,IN-TXN-20250908-10ZUT1PU
1534,2025-06-06,11:05:25,2599,3991,339,8398,1,5170.68,5170.68,0.0,5170.68,WALLET,IN-TXN-20250606-Q8SJBPHU
1535,2025-09-05,20:52:15,1370,6154,1301,2601,4,8126.17,32504.68,0.0,32504.68,CASH,IN-TXN-20250905-K45DVWFO
1536,2025-07-31,18:45:00,10249,11800,10393,8329,2,179414.17,358828.34,0.0,358828.34,UPI,IN-TXN-20250731-S2K0NPHF
1537,2025-08-10,12:45:30,3918,2939,5082,4465,1,23339.64,23339.64,0.0,23339.64,BNPL,IN-TXN-20250810-PVJ23JP0
1538,2025-08-09,14:35:50,1513,8913,7999,1590,1,122088.56,122088.56,6104.43,115984.13,CARD,IN-TXN-20250809-6SUOA1IS
1539,2025-07-28,19:34:42,7136,2494,10759,2617,1,12047.53,12047.53,0.0,12047.53,BNPL,IN-TXN-20250728-T9SNI24R
1540,2025-08-01,14:39:58,1745,4424,7715,10911,1,6707.9,6707.9,0.0,6707.9,UPI,IN-TXN-20250801-W4E8DVU8
1541,2025-07-28,13:18:57,5021,2447,3765,3623,1,2830.07,2830.07,141.5,2688.57,UPI,IN-TXN-20250728-6RX4W3YU
1542,2025-07-06,11:41:22,3278,2597,2760,4795,1,55528.91,55528.91,0.0,55528.91,CARD,IN-TXN-20250706-9ITGEVBV
1543,2025-07-25,20:13:27,8112,7735,1570,6360,1,37376.57,37376.57,1868.83,35507.74,CARD,IN-TXN-20250725-L8EAHZ21
1544,2025-08-12,16:35:53,4600,11429,6528,1943,2,45357.18,90714.36,13607.15,77107.21,UPI,IN-TXN-20250812-O1PQVLNW
1545,2025-07-10,18:33:33,1307,3524,2163,5444,1,61568.82,61568.82,0.0,61568.82,BNPL,IN-TXN-20250710-D15H989U
1546,2025-06-28,19:49:03,5061,3679,8777,2350,1,62645.55,62645.55,3132.28,59513.27,WALLET,IN-TXN-20250628-1GOO75DB
1547,2025-09-08,19:51:32,11376,5908,4269,4229,1,9553.78,9553.78,477.69,9076.09,CARD,IN-TXN-20250908-5RD4O6CO
1548,2025-06-10,15:56:51,9389,3292,505,10297,1,6306.33,6306.33,315.32,5991.01,CARD,IN-TXN-20250610-LOEN5XYK
1549,2025-06-08,14:51:26,7945,9786,9481,1962,2,243086.58,486173.16,0.0,486173.16,CASH,IN-TXN-20250608-YHNZRT35
1550,2025-09-12,21:05:46,8680,10856,3962,1699,1,86507.68,86507.68,0.0,86507.68,UPI,IN-TXN-20250912-HYP31QMH
1551,2025-07-02,17:45:50,5751,9316,6311,10069,1,5219.99,5219.99,522.0,4697.99,CARD,IN-TXN-20250702-KSG5A3T4
1552,2025-08-23,19:00:34,8008,8590,6896,8466,1,68057.46,68057.46,0.0,68057.46,UPI,IN-TXN-20250823-EP049LWL
1553,2025-06-02,19:39:59,10120,6124,1932,11350,2,549.57,1099.14,164.87,934.27,CARD,IN-TXN-20250602-BEK65O5N
1554,2025-08-08,20:52:22,11641,11454,6582,1457,2,28675.65,57351.3,5735.13,51616.17,WALLET,IN-TXN-20250808-ODDILWOJ
1555,2025-06-29,17:53:00,7102,4332,8785,5769,1,30950.42,30950.42,4642.56,26307.86,BNPL,IN-TXN-20250629-FMMTPZZ5
1556,2025-08-09,17:00:21,4653,9712,2260,10555,1,183038.19,183038.19,9151.91,173886.28,CARD,IN-TXN-20250809-67VOKGGW
1557,2025-06-03,17:18:06,6047,3510,5126,2711,1,27486.8,27486.8,2748.68,24738.12,CASH,IN-TXN-20250603-4KCV9LY5
1558,2025-07-13,18:48:26,2402,9068,11293,6967,1,69260.22,69260.22,0.0,69260.22,UPI,IN-TXN-20250713-QAOO8NA8
1559,2025-07-31,14:36:34,5481,5582,806,6649,1,46659.05,46659.05,6998.86,39660.19,CASH,IN-TXN-20250731-BXAU4B37
1560,2025-06-14,17:23:09,5867,9109,6751,530,1,75314.64,75314.64,3765.73,71548.91,UPI,IN-TXN-20250614-976INCJD
1561,2025-08-29,14:27:36,4801,10944,2280,8289,1,206557.24,206557.24,0.0,206557.24,WALLET,IN-TXN-20250829-KAVHVCA2
1562,2025-06-27,13:05:35,4419,4421,7901,8030,1,36318.0,36318.0,0.0,36318.0,CARD,IN-TXN-20250627-YOFDPO2P
1563,2025-08-19,16:16:26,11622,9156,11948,8271,1,84676.5,84676.5,0.0,84676.5,CASH,IN-TXN-20250819-FBY7ZOSG
1564,2025-07-28,15:03:33,7419,11296,3810,170,1,70113.23,70113.23,3505.66,66607.57,UPI,IN-TXN-20250728-ZXP8MTB6
1565,2025-07-22,12:17:32,10453,5221,2369,678,1,37486.38,37486.38,0.0,37486.38,WALLET,IN-TXN-20250722-FTUSAHNH
1566,2025-08-08,18:08:43,578,10768,8712,6811,3,70136.08,210408.24,21040.82,189367.42,CARD,IN-TXN-20250808-9VOF1N0Z
1567,2025-07-16,12:52:44,2674,4511,9436,6558,1,10429.24,10429.24,0.0,10429.24,BNPL,IN-TXN-20250716-SEYH1V3K
1568,2025-07-15,17:54:40,9686,9036,7190,9821,1,49297.53,49297.53,0.0,49297.53,WALLET,IN-TXN-20250715-U453Z69L
1569,2025-09-03,13:18:44,6635,3822,11265,6861,1,6978.47,6978.47,348.92,6629.55,BNPL,IN-TXN-20250903-XSMVMMFK
1570,2025-09-06,16:44:07,4836,4854,1338,5102,1,86238.04,86238.04,0.0,86238.04,UPI,IN-TXN-20250906-7RNIPSJM
1571,2025-06-07,20:07:38,11342,1988,86,11631,1,74784.28,74784.28,0.0,74784.28,BNPL,IN-TXN-20250607-BZOFS748
