inventory_id,snapshot_date,store_id,product_id,on_hand_qty,on_order_qty,reorder_point,unit_cost
2424,2025-09-13,886,2471,41,1,15,199.0
2425,2025-09-13,2251,3282,79,10,15,199.0
2426,2025-09-13,5615,6705,44,5,15,199.0
2427,2025-09-13,9330,7497,58,16,15,199.0
2428,2025-09-13,2347,5184,90,23,15,199.0
2429,2025-09-13,11726,2955,87,5,15,199.0
2430,2025-09-13,1325,7989,83,17,15,199.0
2431,2025-09-13,5450,10339,0,8,15,199.0
2432,2025-09-13,2898,5135,38,12,15,199.0
2433,2025-09-13,10396,951,41,5,15,199.0
2434,2025-09-13,78,7407,84,8,15,199.0
2435,2025-09-13,4482,3431,49,14,15,199.0
2436,2025-09-13,2763,9442,0,18,15,199.0
2437,2025-09-13,2596,8022,36,6,15,199.0
2438,2025-09-13,1443,2121,43,13,15,199.0
2439,2025-09-13,10068,7106,35,21,15,199.0
2440,2025-09-13,10380,7036,87,14,15,199.0
2441,2025-09-13,6610,7030,73,11,15,199.0
2442,2025-09-13,7822,6281,65,14,15,199.0
2443,2025-09-13,77,619,85,14,15,199.0
2444,2025-09-13,8746,3268,49,29,15,199.0
2445,2025-09-13,11972,6113,112,20,15,199.0
2446,2025-09-13,231,5280,66,11,15,199.0
2447,2025-09-13,8701,3123,60,19,15,199.0
2448,2025-09-13,294,11088,69,17,15,199.0
2449,2025-09-13,68,10268,50,5,15,199.0
2450,2025-09-13,4077,3708,31,6,15,199.0
2451,2025-09-13,11363,5642,39,12,15,199.0
2452,2025-09-13,5114,2113,85,19,15,199.0
2453,2025-09-13,1683,6285,66,10,15,199.0
2454,2025-09-13,8247,9645,102,7,15,199.0
2455,2025-09-13,5016,2737,83,8,15,199.0
2456,2025-09-13,1070,750,76,22,15,199.0
2457,2025-09-13,4886,4765,31,8,15,199.0
2458,2025-09-13,7470,11925,61,9,15,199.0
2459,2025-09-13,8525,9771,70,23,15,199.0
2460,2025-09-13,8588,5536,73,15,15,199.0
2461,2025-09-13,7106,11253,80,14,15,199.0
2462,2025-09-13,2193,5616,42,10,15,199.0
2463,2025-09-13,8032,5886,53,13,15,199.0
2464,2025-09-13,3088,2702,78,19,15,199.0
2465,2025-09-13,6610,314,31,9,15,199.0
2466,2025-09-13,3743,3676,19,20,15,199.0
2467,2025-09-13,11914,2150,68,20,15,199.0
2468,2025-09-13,3461,360,72,11,15,199.0
2469,2025-09-13,9662,8268,43,21,15,199.0
2470,2025-09-13,2769,2018,75,0,15,199.0
2471,2025-09-13,6007,11651,83,12,15,199.0
2472,2025-09-13,10659,613,68,25,15,199.0
2473,2025-09-13,6148,10492,77,6,15,199.0
2474,2025-09-13,4191,8762,54,9,15,199.0
2475,2025-09-13,10210,797,35,18,15,199.0
2476,2025-09-13,9731,786,71,10,15,199.0
2477,2025-09-13,10846,1772,64,2,15,199.0
2478,2025-09-13,10709,324,28,14,15,199.0
2479,2025-09-13,791,11301,50,13,15,199.0
2480,2025-09-13,1898,6829,58,2,15,199.0
2481,2025-09-13,7280,6231,98,28,15,199.0
2482,2025-09-13,2025,8967,77,1,15,199.63
2483,2025-09-13,4141,7773,77,9,15,199.0
2484,2025-09-13,11500,2509,54,9,15,199.0
2485,2025-09-13,3367,11391,36,18,15,199.0
2486,2025-09-13,11236,10328,36,6,15,199.0
2487,2025-09-13,153,4934,46,3,15,199.0
2488,2025-09-13,6896,10841,59,4,15,199.0
2489,2025-09-13,1655,10855,106,6,15,199.0
2490,2025-09-13,8525,4424,51,9,15,199.0
2491,2025-09-13,10204,9923,80,10,15,199.0
2492,2025-09-13,11481,2248,88,11,15,228.84
2493,2025-09-13,6863,1719,10,13,15,256.21
2494,2025-09-13,8382,11777,52,10,15,199.0
2495,2025-09-13,10121,1929,47,10,15,199.0
2496,2025-09-13,4632,1868,46,19,15,199.0
2497,2025-09-13,1742,8155,65,16,15,199.0
2498,2025-09-13,3255,9978,42,8,15,199.0
2499,2025-09-13,3273,4309,36,8,15,199.0
2500,2025-09-13,8572,3305,106,0,15,199.0
2501,2025-09-13,5865,11526,97,12,15,199.0
2502,2025-09-13,6714,4840,62,7,15,199.0
2503,2025-09-13,2628,646,64,7,15,199.0
2504,2025-09-13,8981,8133,49,22,15,343.0
2505,2025-09-13,3403,11276,64,9,15,199.0
2506,2025-09-13,7876,5417,70,22,15,199.0
2507,2025-09-13,3843,45,7,16,15,199.0
2508,2025-09-13,209,11005,25,13,15,199.0
2509,2025-09-13,1459,1810,58,7,15,199.0
2510,2025-09-13,9407,10962,51,3,15,199.0
2511,2025-09-13,8096,2444,87,15,15,199.0
2512,2025-09-13,1476,8384,50,8,15,199.0
2513,2025-09-13,1230,11855,50,0,15,199.0
2514,2025-09-13,11856,1660,53,15,15,199.0
2515,2025-09-13,4193,10557,77,20,15,199.0
2516,2025-09-13,3788,7484,70,12,15,199.0
2517,2025-09-13,4851,4328,76,22,15,199.0
2518,2025-09-13,7607,821,102,2,15,199.0
2519,2025-09-13,1636,2863,78,13,15,199.0
2520,2025-09-13,647,4761,59,6,15,199.0
2521,2025-09-13,5902,11089,26,5,15,199.0
2522,2025-09-13,5124,6980,79,14,15,199.0
2523,2025-09-13,1899,1557,52,4,15,199.0
2524,2025-09-13,752,159,47,5,15,199.0
2525,2025-09-13,2268,10869,45,20,15,199.0
2526,2025-09-13,10604,2794,29,0,15,199.0
2527,2025-09-13,5385,5858,47,3,15,199.0
2528,2025-09-13,7172,10188,74,11,15,199.0
2529,2025-09-13,4396,1523,74,7,15,199.0
2530,2025-09-13,6106,5616,77,14,15,199.0
2531,2025-09-13,2997,1866,41,15,15,199.0
2532,2025-09-13,6567,6558,57,20,15,199.0
2533,2025-09-13,7480,4454,25,5,15,199.0
2534,2025-09-13,6320,11304,65,11,15,199.0
2535,2025-09-13,7836,6910,70,6,15,199.0
2536,2025-09-13,10631,2733,43,6,15,199.0
2537,2025-09-13,1853,2172,51,11,15,199.0
2538,2025-09-13,11407,11902,0,7,15,199.0
2539,2025-09-13,961,2612,93,5,15,199.0
2540,2025-09-13,1700,6817,92,4,15,199.0
2541,2025-09-13,9679,7909,42,8,15,199.0
2542,2025-09-13,9322,11115,43,28,15,199.0
2543,2025-09-13,7179,2970,84,14,15,199.0
2544,2025-09-13,10016,6222,68,18,15,199.0
2545,2025-09-13,5876,10017,81,16,15,246.18
2546,2025-09-13,473,11215,50,5,15,199.0
2547,2025-09-13,11916,2141,91,1,15,199.0
2548,2025-09-13,7915,7998,61,9,15,199.0
2549,2025-09-13,1851,6739,80,8,15,199.0
2550,2025-09-13,7221,754,104,6,15,199.0
2551,2025-09-13,1038,4287,84,9,15,199.0
2552,2025-09-13,10732,5149,70,18,15,199.0
2553,2025-09-13,203,11544,93,0,15,199.0
2554,2025-09-13,11108,8599,41,20,15,199.0
2555,2025-09-13,9448,11859,45,15,15,199.0
2556,2025-09-13,9258,3670,74,5,15,199.0
2557,2025-09-13,10975,5543,59,11,15,199.0
2558,2025-09-13,8505,8571,15,14,15,199.0
2559,2025-09-13,11277,11479,41,7,15,199.0
2560,2025-09-13,10130,1561,0,7,15,199.0
2561,2025-09-13,7092,10842,71,7,15,199.0
2562,2025-09-13,11906,4073,93,17,15,199.0
2563,2025-09-13,7896,5665,49,15,15,199.0
2564,2025-09-13,10875,11081,55,14,15,199.0
2565,2025-09-13,10509,6306,92,11,15,199.0
2566,2025-09-13,2436,9148,92,18,15,199.0
2567,2025-09-13,10042,895,69,17,15,199.0
2568,2025-09-13,191,10542,35,8,15,199.0
2569,2025-09-13,2572,8284,43,10,15,208.59
2570,2025-09-13,7689,8124,58,7,15,199.0
2571,2025-09-13,2710,1227,67,4,15,199.0
2572,2025-09-13,8056,5254,67,19,15,199.0
2573,2025-09-13,3947,5422,44,19,15,199.0
2574,2025-09-13,4558,825,32,10,15,199.0
2575,2025-09-13,8306,3649,63,12,15,216.41
2576,2025-09-13,9020,10541,28,4,15,199.0
2577,2025-09-13,6204,6608,68,12,15,204.48
2578,2025-09-13,3851,1292,65,9,15,199.0
2579,2025-09-13,7522,7278,62,1,15,412.0
2580,2025-09-13,9389,7342,71,13,15,199.0
2581,2025-09-13,1443,8167,75,11,15,199.0
2582,2025-09-13,7325,5179,73,14,15,199.0
2583,2025-09-13,1945,8149,91,13,15,199.0
2584,2025-09-13,10705,292,90,12,15,199.0
2585,2025-09-13,1682,6610,77,7,15,199.0
2586,2025-09-13,6756,588,62,6,15,325.52
2587,2025-09-13,9129,8997,29,4,15,199.0
2588,2025-09-13,3,1490,75,5,15,199.0
2589,2025-09-13,9900,10143,92,11,15,385.34
2590,2025-09-13,10446,4991,22,16,15,199.0
2591,2025-09-13,8329,9214,79,10,15,199.0
2592,2025-09-13,3390,10725,69,16,15,199.0
2593,2025-09-13,11002,7475,82,5,15,199.0
2594,2025-09-13,5585,5954,39,9,15,199.0
2595,2025-09-13,890,3653,62,27,15,199.0
2596,2025-09-13,7446,5440,61,12,15,199.0
2597,2025-09-13,9178,10155,58,18,15,199.0
2598,2025-09-13,9830,7752,42,6,15,199.0
2599,2025-09-13,11742,10768,61,19,15,199.0
2600,2025-09-13,5953,11730,52,12,15,199.0
2601,2025-09-13,7415,1869,41,7,15,199.0
2602,2025-09-13,1597,10796,64,11,15,199.0
2603,2025-09-13,3634,36,69,22,15,216.67
2604,2025-09-13,5593,5819,17,15,15,199.0
2605,2025-09-13,10382,4784,63,9,15,199.0
2606,2025-09-13,8974,8553,63,8,15,199.0
2607,2025-09-13,6126,11504,50,13,15,199.0
2608,2025-09-13,1742,751,78,9,15,199.0
2609,2025-09-13,2690,8068,81,18,15,199.0
2610,2025-09-13,2302,11745,55,13,15,199.0
2611,2025-09-13,11823,6705,55,16,15,199.0
2612,2025-09-13,1753,4167,54,13,15,199.0
2613,2025-09-13,10009,3210,75,11,15,199.0
2614,2025-09-13,3073,1979,52,11,15,199.0
2615,2025-09-13,6438,3533,74,9,15,210.74
2616,2025-09-13,7489,3123,92,6,15,199.0
2617,2025-09-13,11744,5537,45,10,15,269.42
2618,2025-09-13,1766,6791,53,14,15,199.0
2619,2025-09-13,762,10376,37,6,15,199.0
2620,2025-09-13,11013,9648,40,0,15,199.0
2621,2025-09-13,2019,7382,105,12,15,199.0
2622,2025-09-13,7494,10789,45,9,15,199.0
2623,2025-09-13,9656,8261,78,16,15,199.0
2624,2025-09-13,2206,8173,75,21,15,253.75
2625,2025-09-13,72,8690,123,6,15,441.14
2626,2025-09-13,796,9065,52,8,15,199.0
2627,2025-09-13,7092,9587,47,14,15,199.0
2628,2025-09-13,7913,8329,54,19,15,199.0
2629,2025-09-13,2904,11335,63,14,15,199.0
2630,2025-09-13,9480,2846,23,15,15,199.0
2631,2025-09-13,11969,2104,63,18,15,199.0
2632,2025-09-13,1697,6348,37,0,15,199.0
2633,2025-09-13,10773,9840,89,11,15,199.0
2634,2025-09-13,9932,5274,49,3,15,199.0
2635,2025-09-13,8260,6303,68,4,15,199.0
2636,2025-09-13,6860,9978,58,12,15,199.0
2637,2025-09-13,11347,4068,77,16,15,199.0
2638,2025-09-13,4483,6519,72,10,15,199.0
2639,2025-09-13,5618,4820,52,12,15,199.0
2640,2025-09-13,7420,2186,49,7,15,199.0
2641,2025-09-13,2264,6763,88,19,15,199.0
2642,2025-09-13,9872,11470,88,10,15,199.0
2643,2025-09-13,8394,4898,40,12,15,199.0
2644,2025-09-13,11494,8976,27,15,15,199.0
2645,2025-09-13,5144,11664,56,20,15,199.0
2646,2025-09-13,9070,10365,78,0,15,345.88
2647,2025-09-13,3561,3292,92,10,15,199.0
2648,2025-09-13,3436,10227,66,3,15,199.0
2649,2025-09-13,11705,4761,69,6,15,199.0
2650,2025-09-13,11250,5658,77,17,15,199.0
2651,2025-09-13,11017,2174,28,17,15,199.0
2652,2025-09-13,11640,10652,29,20,15,285.57
2653,2025-09-13,2914,8256,59,24,15,199.0
2654,2025-09-13,8889,11376,51,8,15,216.39
2655,2025-09-13,10435,5282,42,16,15,199.0
2656,2025-09-13,11639,1891,49,18,15,199.0
2657,2025-09-13,5772,9213,51,18,15,211.3
2658,2025-09-13,7871,9549,74,8,15,199.0
2659,2025-09-13,9350,10931,61,13,15,199.0
2660,2025-09-13,11635,6840,75,12,15,199.0
2661,2025-09-13,11047,8748,39,8,15,199.0
2662,2025-09-13,4685,6921,101,13,15,199.0
2663,2025-09-13,210,8565,64,9,15,199.0
2664,2025-09-13,1745,415,72,19,15,199.0
2665,2025-09-13,6241,2382,96,17,15,199.0
2666,2025-09-13,870,10982,108,13,15,199.0
2667,2025-09-13,928,3276,96,24,15,199.0
2668,2025-09-13,4375,2637,48,10,15,199.0
2669,2025-09-13,4696,11197,88,15,15,199.0
2670,2025-09-13,4106,2400,92,10,15,199.0
2671,2025-09-13,1017,11315,53,14,15,199.0
2672,2025-09-13,4836,3343,58,9,15,199.0
2673,2025-09-13,8867,530,43,7,15,289.29
2674,2025-09-13,5877,7416,81,0,15,199.0
2675,2025-09-13,1680,10095,20,6,15,199.0
2676,2025-09-13,11068,9206,56,5,15,199.0
2677,2025-09-13,3676,10603,24,12,15,199.0
2678,2025-09-13,9196,6372,93,20,15,199.0
2679,2025-09-13,3893,8371,52,23,15,199.0
2680,2025-09-13,11406,4713,29,11,15,313.33
2681,2025-09-13,11354,10888,55,10,15,199.0
2682,2025-09-13,770,6252,80,17,15,199.0
2683,2025-09-13,6350,6826,46,7,15,199.0
2684,2025-09-13,11226,5123,61,5,15,199.0
2685,2025-09-13,9047,882,50,9,15,199.0
2686,2025-09-13,213,4118,70,12,15,199.0
2687,2025-09-13,3328,10168,64,6,15,199.0
2688,2025-09-13,7260,3696,63,2,15,199.0
2689,2025-09-13,10384,11545,40,12,15,199.0
2690,2025-09-13,11626,10611,80,12,15,199.0
2691,2025-09-13,6026,9641,80,16,15,199.0
2692,2025-09-13,8956,9886,42,0,15,199.0
2693,2025-09-13,3219,11877,58,18,15,199.0
2694,2025-09-13,3171,4820,89,7,15,199.0
2695,2025-09-13,7354,2907,48,16,15,199.0
2696,2025-09-13,11185,1221,65,0,15,199.0
2697,2025-09-13,3064,2848,69,8,15,199.0
2698,2025-09-13,8419,1956,78,11,15,199.0
2699,2025-09-13,6181,666,60,27,15,199.0
2700,2025-09-13,7021,4573,85,14,15,199.0
2701,2025-09-13,9120,4330,7,7,15,199.0
2702,2025-09-13,2132,2637,18,5,15,199.0
2703,2025-09-13,9569,4179,59,16,15,199.0
2704,2025-09-13,93,5416,69,6,15,199.0
2705,2025-09-13,7641,11628,21,4,15,199.0
2706,2025-09-13,2537,655,56,5,15,199.0
2707,2025-09-13,2519,5286,54,12,15,199.0
2708,2025-09-13,9780,834,34,14,15,199.0
2709,2025-09-13,10247,10087,52,17,15,199.0
2710,2025-09-13,10845,4935,39,10,15,199.0
2711,2025-09-13,8038,9383,53,15,15,199.0
2712,2025-09-13,9014,5867,100,2,15,199.0
2713,2025-09-13,1195,11595,40,15,15,199.0
2714,2025-09-13,5208,8609,67,8,15,199.0
2715,2025-09-13,3604,3013,28,9,15,199.0
2716,2025-09-13,8530,1118,59,15,15,220.0
2717,2025-09-13,8277,2612,65,8,15,199.0
2718,2025-09-13,6815,8898,48,8,15,199.0
2719,2025-09-13,8799,6610,80,9,15,199.0
2720,2025-09-13,1507,5725,37,14,15,199.0
2721,2025-09-13,3625,3496,56,17,15,199.0
2722,2025-09-13,10869,5438,59,1,15,488.1
2723,2025-09-13,5425,5912,98,16,15,199.0
2724,2025-09-13,4810,3580,57,8,15,199.0
2725,2025-09-13,10130,8692,65,7,15,199.0
2726,2025-09-13,7781,9197,84,21,15,202.72
2727,2025-09-13,10639,145,76,10,15,199.0
2728,2025-09-13,1880,10960,66,11,15,199.0
2729,2025-09-13,5669,7302,61,4,15,199.0
2730,2025-09-13,3938,10523,73,16,15,199.0
2731,2025-09-13,10055,10177,73,9,15,199.0
2732,2025-09-13,3995,654,62,12,15,199.0
2733,2025-09-13,11183,5259,74,24,15,304.51
2734,2025-09-13,6249,1858,61,0,15,199.0
2735,2025-09-13,6323,4204,48,7,15,199.0
2736,2025-09-13,8852,11862,50,15,15,199.0
2737,2025-09-13,4634,405,36,14,15,199.0
2738,2025-09-13,8469,6144,74,7,15,199.0
2739,2025-09-13,8427,8336,48,13,15,199.0
2740,2025-09-13,7301,7976,14,10,15,199.0
2741,2025-09-13,719,4857,23,17,15,199.0
2742,2025-09-13,10675,3155,69,17,15,199.0
2743,2025-09-13,5249,8420,50,25,15,199.0
2744,2025-09-13,1350,1573,76,12,15,199.0
2745,2025-09-13,2743,8815,15,8,15,199.0
2746,2025-09-13,8737,121,77,17,15,199.0
2747,2025-09-13,10272,1073,95,6,15,199.0
2748,2025-09-13,3454,10983,59,10,15,199.0
2749,2025-09-13,10314,3493,44,3,15,199.0
2750,2025-09-13,11230,6951,51,32,15,199.0
2751,2025-09-13,1703,3369,50,5,15,199.0
2752,2025-09-13,8811,11514,37,12,15,199.0
2753,2025-09-13,7131,10594,84,13,15,199.0
2754,2025-09-13,1182,11241,65,8,15,227.2
2755,2025-09-13,2520,390,55,11,15,199.0
2756,2025-09-13,7524,11746,55,17,15,199.0
2757,2025-09-13,5435,621,43,16,15,199.0
2758,2025-09-13,1434,1201,83,8,15,199.0
2759,2025-09-13,890,2917,35,14,15,354.52
2760,2025-09-13,4128,9144,77,6,15,199.0
2761,2025-09-13,1155,9421,53,20,15,199.0
2762,2025-09-13,3730,4238,0,5,15,199.0
2763,2025-09-13,6679,6358,63,5,15,199.0
2764,2025-09-13,7392,10326,18,11,15,305.28
2765,2025-09-13,6627,7095,77,25,15,199.0
2766,2025-09-13,5184,277,82,23,15,199.0
2767,2025-09-13,6382,11032,55,18,15,199.0
2768,2025-09-13,1939,8763,49,7,15,199.0
2769,2025-09-13,97,10510,78,16,15,199.0
2770,2025-09-13,11802,10132,102,8,15,199.0
2771,2025-09-13,1037,9595,40,28,15,199.0
2772,2025-09-13,746,11484,41,17,15,199.0
2773,2025-09-13,1190,5861,55,17,15,199.0
2774,2025-09-13,8239,1739,49,0,15,199.0
2775,2025-09-13,4749,11238,99,21,15,199.0
2776,2025-09-13,4938,9938,96,11,15,199.0
2777,2025-09-13,1418,4613,61,11,15,199.0
2778,2025-09-13,7171,6250,85,12,15,199.0
2779,2025-09-13,6474,10826,82,14,15,199.0
2780,2025-09-13,505,7766,30,12,15,199.0
2781,2025-09-13,2562,8741,61,11,15,381.83
2782,2025-09-13,3603,2235,30,0,15,199.0
2783,2025-09-13,6407,8942,51,13,15,199.0
2784,2025-09-13,4833,10389,88,2,15,199.0
2785,2025-09-13,2361,4884,69,16,15,302.14
2786,2025-09-13,11097,11950,81,11,15,199.0
2787,2025-09-13,10616,6114,47,8,15,199.0
2788,2025-09-13,183,9069,65,4,15,199.0
2789,2025-09-13,9095,2317,79,14,15,199.0
2790,2025-09-13,2020,685,68,21,15,199.0
2791,2025-09-13,83,9384,51,6,15,199.0
2792,2025-09-13,9776,6457,6,10,15,199.0
2793,2025-09-13,8801,8971,29,6,15,199.0
2794,2025-09-13,1395,4993,65,12,15,199.0
2795,2025-09-13,3442,11894,62,19,15,199.0
2796,2025-09-13,5634,3470,27,21,15,199.0
2797,2025-09-13,6761,10583,47,4,15,199.0
2798,2025-09-13,8398,2334,57,21,15,199.0
2799,2025-09-13,2638,3015,41,17,15,199.0
2800,2025-09-13,3618,10108,63,16,15,199.0
2801,2025-09-13,4141,3184,65,18,15,199.0
2802,2025-09-13,1878,2972,56,20,15,199.0
2803,2025-09-13,10994,9295,105,1,15,199.0
2804,2025-09-13,892,8993,59,11,15,199.0
2805,2025-09-13,7558,10563,36,13,15,199.0
2806,2025-09-13,9006,1199,66,11,15,199.0
2807,2025-09-13,4763,11005,47,8,15,199.0
2808,2025-09-13,1104,4108,80,8,15,199.0
2809,2025-09-13,1609,3235,73,11,15,199.0
2810,2025-09-13,11889,9513,40,1,15,199.0
2811,2025-09-13,7983,5421,43,11,15,199.0
2812,2025-09-13,5852,2101,76,10,15,199.0
2813,2025-09-13,10999,10740,63,13,15,199.0
2814,2025-09-13,3843,1640,71,7,15,199.0
2815,2025-09-13,4672,10151,54,4,15,199.0
2816,2025-09-13,1144,3171,41,15,15,305.09
2817,2025-09-13,5207,7961,42,13,15,199.0
2818,2025-09-13,7384,5380,69,6,15,199.0
2819,2025-09-13,10099,10804,35,16,15,199.0
2820,2025-09-13,5009,11362,60,6,15,210.3
2821,2025-09-13,9572,2497,43,0,15,199.0
2822,2025-09-13,9267,9288,35,17,15,199.0
2823,2025-09-13,5972,5183,73,20,15,199.0
2824,2025-09-13,7018,2763,47,11,15,203.85
2825,2025-09-13,80,5132,45,8,15,199.0
2826,2025-09-13,4034,3630,47,12,15,199.0
2827,2025-09-13,11669,10500,108,3,15,199.0
2828,2025-09-13,7146,4534,59,23,15,199.0
2829,2025-09-13,5890,2201,103,16,15,199.0
2830,2025-09-13,11135,5433,38,15,15,199.0
2831,2025-09-13,7864,7584,87,6,15,199.0
2832,2025-09-13,7297,5878,47,6,15,199.0
2833,2025-09-13,5005,7979,71,19,15,199.0
2834,2025-09-13,9039,1784,83,27,15,199.0
2835,2025-09-13,2880,10577,101,10,15,199.0
2836,2025-09-13,9939,1344,53,18,15,199.0
2837,2025-09-13,4598,2294,46,15,15,199.0
2838,2025-09-13,8825,3219,72,13,15,199.0
2839,2025-09-13,4313,10267,50,13,15,199.0
2840,2025-09-13,1253,11919,88,8,15,199.0
2841,2025-09-13,1236,306,54,13,15,199.0
2842,2025-09-13,8310,10349,37,1,15,199.0
2843,2025-09-13,512,9534,52,13,15,199.0
2844,2025-09-13,9485,6638,50,6,15,199.0
2845,2025-09-13,9668,3486,70,20,15,199.0
2846,2025-09-13,601,9038,75,15,15,224.39
2847,2025-09-13,4270,8905,67,15,15,199.0
2848,2025-09-13,8843,7735,30,7,15,199.0
2849,2025-09-13,10714,2436,61,23,15,199.0
2850,2025-09-13,5994,6431,85,9,15,199.0
2851,2025-09-13,3659,9661,30,7,15,199.0
2852,2025-09-13,4768,2194,60,17,15,199.0
2853,2025-09-13,7614,8211,52,24,15,199.0
2854,2025-09-13,8363,1484,85,9,15,199.0
2855,2025-09-13,6501,5962,80,13,15,199.0
2856,2025-09-13,8228,174,60,19,15,199.0
2857,2025-09-13,10858,3914,69,1,15,199.0
2858,2025-09-13,10061,11210,69,14,15,199.0
2859,2025-09-13,2718,8424,56,14,15,199.0
2860,2025-09-13,2300,7311,38,0,15,199.0
2861,2025-09-13,2609,2936,63,8,15,199.0
2862,2025-09-13,9280,9271,73,10,15,199.0
2863,2025-09-13,10804,2396,101,0,15,199.0
2864,2025-09-13,11994,7922,55,20,15,199.0
2865,2025-09-13,5879,663,102,12,15,199.0
2866,2025-09-13,3586,7990,55,9,15,199.0
2867,2025-09-13,3797,1030,36,14,15,199.0
2868,2025-09-13,4332,6053,43,27,15,199.0
2869,2025-09-13,3835,702,73,18,15,199.0
2870,2025-09-13,10955,3388,98,0,15,199.0
2871,2025-09-13,8486,5919,49,15,15,199.0
2872,2025-09-13,6359,7696,56,11,15,199.0
2873,2025-09-13,7449,761,27,16,15,199.0
2874,2025-09-13,654,10626,94,7,15,199.0
2875,2025-09-13,5310,1692,53,19,15,199.0
2876,2025-09-13,11531,8543,64,9,15,199.0
2877,2025-09-13,10381,4481,74,7,15,199.0
2878,2025-09-13,4315,9481,53,21,15,199.0
2879,2025-09-13,8919,9342,35,4,15,199.0
2880,2025-09-13,2849,6172,35,15,15,199.0
2881,2025-09-13,10710,6202,95,7,15,199.0
2882,2025-09-13,5986,9629,64,13,15,199.0
2883,2025-09-13,10705,1276,11,10,15,199.0
2884,2025-09-13,8466,4122,35,5,15,199.0
2885,2025-09-13,6166,3652,72,11,15,199.0
2886,2025-09-13,8461,6650,34,9,15,217.8
2887,2025-09-13,5782,5654,61,12,15,323.24
2888,2025-09-13,7977,7899,29,16,15,219.91
2889,2025-09-13,9900,109,52,17,15,199.0
2890,2025-09-13,8223,2277,44,14,15,199.0
2891,2025-09-13,7208,2714,84,21,15,199.0
2892,2025-09-13,3769,1264,86,9,15,199.0
2893,2025-09-13,8431,10543,64,14,15,199.0
2894,2025-09-13,4601,3466,24,5,15,199.0
2895,2025-09-13,2462,3063,22,16,15,199.0
2896,2025-09-13,2579,5935,67,5,15,199.0
2897,2025-09-13,9864,11753,104,12,15,199.0
2898,2025-09-13,1939,10832,64,15,15,199.0
2899,2025-09-13,3774,6794,59,17,15,331.03
2900,2025-09-13,5411,11801,29,11,15,199.0
2901,2025-09-13,1857,7890,95,8,15,199.0
2902,2025-09-13,11063,7845,74,22,15,199.0
2903,2025-09-13,7849,3453,64,14,15,199.0
2904,2025-09-13,9680,2642,40,11,15,199.0
2905,2025-09-13,10605,6733,34,10,15,199.0
2906,2025-09-13,368,3993,72,15,15,199.0
2907,2025-09-13,707,2096,71,7,15,199.0
2908,2025-09-13,9397,9706,64,13,15,199.0
2909,2025-09-13,2640,2208,56,9,15,538.88
2910,2025-09-13,10315,8400,79,14,15,199.0
2911,2025-09-13,643,9377,50,11,15,199.0
2912,2025-09-13,2407,917,18,2,15,199.0
2913,2025-09-13,2726,4232,64,10,15,199.0
2914,2025-09-13,2950,8465,27,7,15,201.72
2915,2025-09-13,6643,9820,62,17,15,277.43
2916,2025-09-13,9235,10447,44,11,15,199.0
2917,2025-09-13,306,11790,16,10,15,199.0
2918,2025-09-13,11928,10843,71,15,15,199.0
2919,2025-09-13,4645,1405,45,19,15,199.0
2920,2025-09-13,3549,7360,66,12,15,199.0
2921,2025-09-13,9938,7724,81,4,15,199.0
2922,2025-09-13,7892,2795,72,11,15,199.0
2923,2025-09-13,3595,6731,82,13,15,199.0
2924,2025-09-13,9845,2339,77,9,15,207.67
2925,2025-09-13,9547,2980,42,15,15,199.0
2926,2025-09-13,10211,10808,29,9,15,199.0
2927,2025-09-13,8370,4334,85,10,15,199.0
2928,2025-09-13,2748,11866,81,19,15,199.0
2929,2025-09-13,11233,5615,33,13,15,199.0
2930,2025-09-13,7430,9774,53,16,15,199.0
2931,2025-09-13,9677,1128,13,9,15,199.0
2932,2025-09-13,3766,6197,53,5,15,199.0
2933,2025-09-13,6316,2167,48,17,15,199.0
2934,2025-09-13,1779,272,86,7,15,199.0
2935,2025-09-13,3316,8565,70,15,15,199.0
2936,2025-09-13,8264,11213,15,6,15,199.0
2937,2025-09-13,6878,2451,70,16,15,199.0
2938,2025-09-13,9921,1578,67,12,15,199.0
2939,2025-09-13,2907,7797,66,12,15,199.0
2940,2025-09-13,10073,9828,61,14,15,199.0
2941,2025-09-13,640,8707,68,20,15,199.0
2942,2025-09-13,8247,1926,45,17,15,199.0
2943,2025-09-13,1527,7902,36,14,15,199.0
2944,2025-09-13,10804,2136,32,9,15,199.0
2945,2025-09-13,9888,8836,49,17,15,199.0
2946,2025-09-13,20,11118,59,8,15,199.0
2947,2025-09-13,10638,7070,91,15,15,199.0
2948,2025-09-13,8554,6893,75,11,15,199.0
2949,2025-09-13,6069,712,69,7,15,199.0
2950,2025-09-13,11431,8681,62,9,15,199.0
2951,2025-09-13,7029,3760,101,7,15,199.0
2952,2025-09-13,7900,6247,15,11,15,199.0
2953,2025-09-13,5743,9651,64,12,15,199.0
2954,2025-09-13,11415,9440,20,13,15,199.0
2955,2025-09-13,1601,6972,50,2,15,199.0
2956,2025-09-13,2194,4171,87,13,15,199.0
2957,2025-09-13,7818,3810,60,3,15,199.0
2958,2025-09-13,1374,4642,61,1,15,199.0
2959,2025-09-13,9803,8909,70,10,15,199.0
2960,2025-09-13,6696,4224,33,15,15,199.0
2961,2025-09-13,3097,90,12,9,15,199.0
2962,2025-09-13,11619,117,51,22,15,199.0
2963,2025-09-13,9470,8562,67,11,15,199.0
